,review,sentiment
305,reasonably priced hotel in a great location just off ermou near sintagmamany options on the nice breakfast buffet but they do start until am which is a problem when you have early flightsstaff are all pleasantmany options for dining within a short walkthe rooms here are small and could do with some modernisation and revamped bathroomsin house caffe has reasonable meals at good prices tooin room mini bar and safe were handywalls are very thin and neighbours were making a porno with a goat i think overall would i stay here again yeswould i recommend to my parents and friends yesnot quite the star i used to but it served the purpose,1
306,we stayed at athens cypria hotel three nights in late june to booked several months in advance rooms for two families a family unit for four people that included two double rooms with a connecting door and a superior triple room for three adults that included one king bed and one single bed separated by a partition also had a jacuzzi rooms were spacious clean and hotel location is excellent in a small and quiet alley that starts from the famous ermou street within walking distance to all major sights in the city minutes walk from syntagmatos hotel has been recently renovated which is a big plus its design is modern and pleasant the breakfast was excellent it included everything needed to open the day staff was friendly and courteous a very good choice to explore the city by foot,1
308,nice clean hotel staff always smiling and ready to help any time of the day or night i had a problem operating the air con controls however the reception send someone who replaced the controls and everything was we had a kettle on the room to boil water for coffee and tea i would have preferred the room service staff to have given us more tea bags than the customary ration of bags a day although this was not a problem as we could always get extra supply from coffee shop located on the ground floor the breakfast at this hotel is excellent they cater for all hotel is very centrally located within easy reach of all the archaeological sites restaurants and shopping hotel also gave us packed lunch for our early am departure for will be using the same hotel on return from mykonos,1
309,the location of the hotel is probably the best one in athens as from the rooms you have a great overview over the entire citiy to the akropolis and behind to the harbour and the sea if weather is clear you can reach all museums and sights be feet have good restaurants in the near and an open air cinema with good films in the evening directly in front of the hotel in the morning you can swimm in the pool on the roof or walk up the hill to the very top to have a marvelous view,1
310,first stayed here in returned again for one night before joining a cruise same high standard of service lovely breakfast on a high floor to overlook the acropolis fab rooftop pool with bar and sun loungers to enjoy the magnificent view thank you to the lovely staff on reception who booked us a meal at kuzina to return where we had eaten a memorable meal on their roof top in it was just as good this time i would highly recommend this hotel for any stay in athens,1
311,my wife and i stayed here for nights after sailing from venice the hotel was well staffed the room was fine on the lower ground floor with what is described as a courtyard view and had a nice balcony with chairs and table on it it looked out to some trees and a close up view of the next door bathroom was well equipped and quite well maintained we had a very comfortable bed made up of two singles booted together the pool area was quite well shaded but sun beds were at a premium the pool itself was very clean and a nice temperature the hotel is in an up market area of athens with some very nice eateries and cafes close by down the hill a bit,1
312,fantastic view from the balcony excellent service good location we stayd one night can recommend this hotel egen you stay in athens we hasa nice stay and will probably book this hotel again if we travel to athens,1
313,we stayed here two nights the first night after arriving in athens for our honeymoon and the last night before we left anthens at the end of our first night we stayed in the acropolis view room on the floor this room was the worst room we stayed in during our honeymoon it was very very small did work no hot water and old bathroom not what you would expect from a star last night we stayed in a standard room on the fourth floor the room and bathroom were much more modern and front desk service was good however they obviously push restaurants they work with they charged us euros for a miniature pringles chip absurd we stayed in hotels in mykonos santorini crete and this hotel was disappointing compared to the breakfast offered was very limited and again the worst breakfast at a hotel we had while in the price i would recommend trying to a find a better hotel as in my opinion this hotel is not a star hotel,0
314,this hotel is next to platia mavili easy access to metro very clean and safe hotel great coffee shop for snacks or meals the service is outstanding good breakfast provided daily rooms with king beds only have shower in bathroom while rooms with twin beds have tub,1
315,i stayed for one night during this trip and was very pleased for the low price i paid i got a clean room very clean bathroom and breakfast and free secure was included it has a lovely little café attached where you can get a coffee or sandwich without having to brave the heat if you do want to if you are so inclined though the hotel is only steps from eateries bars and even a few small supermarkets which is convenience personified when you are traveling the hotel is also within easy walking distance of the megaro mousikis metro stop which will take you straight into downtown athens to see sights like the acropolis and to shop at monastirakis and the plaka for myself personally the beds are very firm but other than that this hotel is perfect for the traveler highly recommend,1
316,i and other friends from the uk who have been with me think that the location is excellent and the airport bus stops very close to the hotel despite the busy road the rooms are quiet and only once have other guests created noise at night the hotel is very clean the staff are friendly the restaurant is attractive with a very good buffet breakfast after a busy day its nice to be able to get back to a very comfortable bed and a better mattress than is usual in greece the rooms are always very clean my last visit prompted me to write a review at last excellent value for the price i did manage to speak to the manager on my last visit and told her that i always found the staff and facilities very good,1
317,we stayed at the divani palace in early july the room was clean not that large for two and a kid and a bit outdated the staff was helpful and friendly but very little english the rooftop restaurant was ok but street restaurant there much better a very short walk to the acropolis and the plaka the area seemed very safe and friendly overall we really liked the divani palace and would definitely stay there again,1
318,we stayed at this hotel two years ago when visiting athens and recently spent a night there again this hotel is great value for a hotel in athens it just two train stops away from syntagma square and the bus from the airport basically stops a half block away from the hotel the lobby and rooms are spotless and they provide a very good complimentary breakfast and are also open for lunch and dinner there are restaurants and pubs within walking distance i would definitely stay here again and highly recommend for an affordable hotel in good location,1
320,were there from to july and had a great time with the family and especially the dinners at the sky lounge with the scenic view of the acropolis at night is a sight not to be missed i never seen such hospitality of the staff at the sky lounge what love and courtesy they serve is just love to visit athens again and stay here congrats to the team for an outstand no show,1
322,my husband and i stayed at the divani acropolis for three nights and enjoyed it very much we could see the acropolis from our room esp impressive when it is lit at night it is close to walk to the acropolis and the museum we walked the few blocks from the metro station after taking the metro from the airport and had no difficulty finding the hotel the bed was a king size and comfortable the bathroom had a large tub with a shower our hallway and room was freshly painted did feel tired to us the air conditioner kept the room at a comfortable temp and we did hear outside noise there was an outdoor pool which we used every afternoon as it was over degrees the week we were in athens it is easy to use the metro to get to the other areas of the city the staff were very friendly and helpful and the lobby is large and impressive we saw many different restaurants nearby as we were walking around the staff told us where to catch the xpress bus to take to the port for the cruise we were taking we would definitely stay there again,1
323,it was excellent staff breakfast rooms view location all very good value for money beach very near just walking distance like mins walk same to trams buses even closer it was very clean too i ll surely go there again,1
324,very nice and confortable place the food is good and rooms are clean not so big but was ok personal are kind nothing more to write about this place we stay there from seven days in the summer august of,1
325,we just came back from a family vacation in glyfada it was a great vacation and the hotel was on top of the success factors for the vacation the hotel location is quiet convenient as it is very close to a bus and tram stations and also a min walk to the beach and glyfada is a very clean and pleasant hotel the staff are very helpful they offer beautiful breakfast with a variety of fresh international and national dishes our room was spacious beds and pillows very comfortable and with an extraordinary view of the beach as our room was on the floor we were offered a fruit basket upon arrival and complementary coffee and tea service our housekeepers were our friends that were spending the vacation with us has booked a family room but not with sea view they did not receive the same hospitality they were not offered any welcome fruit basket not service in their rooms their housekeeping was also sloppy as their bathroom was not cleaned regularly nor their waste baskets emptied i would go back to this hotel anytime i am in glyfada,1
326,this beautiful hotel in which we stayed for nights is situated in the heart of kolonaki a fascinating neighborhood in central athens it is just a walk from evangelismos metro station but we walked always to syntagma approximately minutes it is such a nice walk and you can discover so many shops and nice restaurants doing so from arrival to departure everything was perfect the staff was incredibly friendly and helpful and we miss the delicious breakfast already so much the greek caffe frappe was my personal highlight this hotel has such a lovely and relaxed atmosphere we chosen the superior room and it was perfect for us the room was always perfectly clean we would highly recommend this hotel and we are already thinking about to come back,1
327,we stayed here for our two nights in athens and it was really a perfect location and the price could not be beat the boutique feel and breakfast were wonderful and the staff went out of there way to help us when their usual touring company was unavailable for us in fact one of their staff members put together a complete day walking tour for us with a map and print outs of information for all the sights our room itself was just ok which is why i rating it at a our shower was draining really slowly the first night and the window shade did not work both were fixed by the next day one of the outlets in the bathroom also did not work but i just dried my hair in the bedroom definitely recommend them for the price and location there are also a number of great restaurants right around the corner,1
328,great ac comfy bed clean modern not best location as you are min walk from acropolis nice upscale part of town free refreshments drinks and snacks all day will try breakfast in morning great water pressure best robes i have ever tried in my life tiny tv fresh fruit waiting in room got room with starwood points no parking whatsoever,1
329,my husband and i spent a couple days in athens while on our honeymoon upon arrival after a very long flight the staff was extremely friendly offered us local food options and answered every question they even had a complimentary bottle of wine waiting for us both times the rooms were clean and modern and the bed was so comfortable after a kong day of travel the breakfast in the morning was delicious and they had a constant supply of free snacks and drinks location was near so many restaurants shopping and history could be happier,1
330,not being an expert in athens this hotel is located in the richest area of athens with loads of restaurants nearby and in a peaceful area the rooms are fresh the beds are super comfortable and there are housekeeping ladies around everywhere resulting in the cleanest hotel ever nice touch is the free drinks and bites section which has wide choice and is completely free nice lounging area on the ground floor everything seems to be brand new and extremely well maintained,1
331,excellent hotel great staff and attentive we were two nights at different times in different rooms and in both cases was great and cleanwe arrived early and received a room in fifteen minutes in both cases did not let us wait call us taxis minutes drive from all attractionthe rabinovits,1
332,that was a very bad experience hotel was ok but the manager was so roude and unprofessional with clients and we arrived we asked him some coffe and water and the answers was i am not am the manager in the begining we where laughing how proffecional management but after his check in we where angryyou should change him immediately,0
333,adorable hotel clean and brand new minutes away from the city missing some extra facilities like pool and spa helping staff and good buffet great room service food only thing i would suggest is for them to warn people from pocket pickers phone got stolen in a coffee shop in monastiraki ps greeks are lovely people very welcoming,1
334,reviewvery reasonably priced for those on a budget with a great location to the main tourist sites resturants and shopping special thanks to bill front office manager who was extremely helpful and accommodating offering useful advice and great recommondations to our group during our day stay,1
335,i was here for nights and i paid nearly euros a night at first i was given a room which was on opposite side of the street it was very small and it had no window so i asked them to change it then i got a room that has a balcony to the street but the ac was not working fine and it was hot i asked them to have a look at it the second day and they fixed it i was happy with the service it was a best western class so i was not expecting something extra i heard the street was a place for prostitutes before and the polis cleaned it up however locals told me to be sharp when i was going back to the hotel at night i could see weird and junky people when i walked to a museum close to this hotel but nothing bad happened,1
336,stayed here for two nights before joining a princess cruise on royal took a taxi from the airport to the hotel which took about minutes taxis have a fixed change from the airport to the was quick and easy and the staff very helpful with local room was on the fifth floor and was a good size with very good air was included in the room booking which was good although a new toaster is required hotel is in area with a lot of closed shops and the area looks run read reports on here about people on drugs outside in the evening we never noticed any in the is near two metro arranged a taxi for us to the port again for a fixed rate,1
337,the location is good minutes walking to the closer metro station omonia green line and minutes walking to syntagma square metro green line is quite convenient as it direct to piraeus friendly and helpful staff clean room and quite good breakfast,1
339,we found hotel staff very friendly very comfortable and clean hotel with comfortable beds very good location on main road close to city center continental breakfast has good variety breakfast dining room also has several couches and coffee drinks bar which operates most of the day we found this room ideal and comfortable for i drink or coffee without having to going out i booked online and when paying there was no mistake to original to room quote and think room rates are quite good we would certainly go back,1
340,clean rooms and very good the internet speed was not good enough and there was no option for premium paid your room is looking to the avenue the noise good be significant,1
341,this was my first visit at this hotel as arrive often for business my usual hotel was duly booked so i chose this one and it was amazing small very modern and clean reception super friendly and helpful great alcohol at the bar of the hotel room was spacious and clean modern and equipped with all that needed including cold drinks coffee and bottle of wine also a large balcony breakfast is on the roof and super cool with nice view area you ca choose better in the center city but quiet area super chic with lots of high brands store and restaurants close to all shopping and tourist attraction will definitely return and stay there again,1
342,fantastic friendly and helpful staff breakfast improved further since last time rooms very nice and good value area superb a few things to improve would be easier to use air condition another lift as waiting times can be high at times cooler bed linen for the summer as the bed feels a bit too hot in the hot season in my opinion,1
343,athens was our first stop on a day holiday in greece and i was a bit skeptical about the city post recession and the customer service levels i was pleasantly surprised by the hospitality shown by everyone at this hotel the receptionist xristina was particularly helpful as she helped us making reservations and figure out our itinerary even for our next stop mykonos furthermore they were very flexible with the checkout time and offered a great breakfast the hotel is and feels very new and the location is perfect if you do want to be right in the middle of the action but want to be close enough,1
344,we have been for nights the welcome has been friendly and warmpeople in this hotel are very professional and they make you feel like at homein a pedestrian road so very quiettaxies are just at the cornermany bars and coffee in the areastrictly recommended to travelers in athens also because the old town in just at min walkperfect see you soon,1
345,i arrived here yesterday after canceling three other hotels in the center of athens while this cozy beautiful boutique hotel is centrally located but it quiet and away from crowd front desk ladies were most friendly and helpful in suggesting several tours breakfast is great the hotel is located in a residential posh area surrounded with high end stores but just minutes walk away from metro parliament national garden and many other activities i am enjoying my stay and will most definitely recommend and will return in future it feels like home thank you,1
346,hotel and rooms are nice not much of a view though hotel staff was very courteous and prompt in any requests hotel is about mins cab ride from main attractions approx to euros per ride this hotel has a very unique elevator persons at a time inconvenience breakfast buffet could be better,1
347,i stayed here on occassions it was perfect on both times rooms are spacious and very comfortable breakfast wonderful location excellent located within walking distance of the acropolis charming little restaurants nearby downside was tv had no english channels,1
348,traveling with our children we needed a nice but affordable hotel in athens he hotel was perfect for our needs and we got two rooms very nice hotel and the man at the front desk spoke english and was very nice breakfast was free and had an excellent variety with something for everyone just remember that the key card needs to be in the slot on the wall in order for the lights and ac to work the hotel is not directly near the main attractions such as the acropolis but this is what makes it more affordable and it only a minute drive from acropolis area we highly recommended this hotel for the price,1
349,we arrived a bit early but the receptionist was very kind and after a few minutes allowed us early check in and with kids this really helped very friendly at no hassle gave us good directions and advice the room was huge very comfy beds clean aircon was working breakfast was good and freshly prepared people serving were very helpful and kind my kids enjoyed the jacuzzi bathroom is huge and the toiletries are fabulous nice hotel when travelling with kids the hotel is not directly near the main attractions such as the acropolis but this is what makes it more affordable and it only a minute drive from acropolis area we highly recommended this hotel for the mins drive to plaka,1
351,lovely place to stay very nice interior very central with great breakfasts room was a little small but that is probably typical of athens staff were very friendly and helpful and gave good suggestions as to where to eat,1
352,we spent one night in athens and the hotel location was great the room was a good size and nicely furnished the bathroom was not well laid out and difficult to manoeuvre the shower was located in the narrow bath and it was extremely slippery and only had a shower curtain which constantly stuck to you the room was not very soundproof and every time someone left their room you could hear every noise breakfast was pleasant with the usual yoghurt scrambled eggs assorted cakes and hotel reception smells of cigarette view from the rooftop bar is fantastic,1
353,soaking in a jacuzzi with a full view of the acropolis unbeatable blissfully quiet next to the pedestrian alley of the acropolis area no car noise great breakfast with home baked bread and cakes,1
354,herodion is in a great location right below the acropolis the acropolis museum and the plaka it has a great view of the acropolis from some of the hotel rooms as well as the restaurant they have a great breakfast buffet that included in the hotel price but what made it great is the cleanliness and the great staff they really make you feel welcome we stayed here multiple times between july and august and definitely will return in the future,1
355,our family of stayed in four rooms for a couple days before a sailing trip through the greek islands the hotel is ideally located with breath taking views of the acropolis and an easy stroll to old town i have been there before on business but had to return with my family because dinner on their roof with the views of the acropolis ca be overstated their food and their greek salad were among the best we experienced during our days in greece the staff is unusually attentive as an example my youngest son arrived separately from the airport as he entered the hotel one of the staff casually asked how much he paid for his taxi the staff member said he was overcharged and ran out to the driver and made the driver refund my son the overage where else have you ever heard of a hotel staff being so proactive there are lots of other examples of how helpful the staff was as well i would stay there again without question or hesitation,1
356,we stayed at the hotel for nights two weeks ago the hotel is very nice the public areas are well maintained and the staff is very helpful breakfast was very good the room was nice and clean but the bathroom was not very clean and needs some improvements i have to say that we did complain i guess that if we did talk to someonethey would have done something about hotel is not really in the city center if you are a tourist to get to the main attractions you need a taxi or a train,1
358,located near the ancient monuments the outstanding feature of this hotel is the staff constandina made our stay special with her recommendations on how to get around the city with her help we saw more than we would have thought possible,1
359,rooms are great but the airconditioning never worked properly the restaurant views are superb and the reception staff were exceptional and extremely helpful we had dinner one night the food was not great but the fried feta starter was superb,1
360,need a beautiful drink and some lunch or a snack with the acropolis within touching distance the athens gate is the place great drinks delicious food great staff and beautiful bathrooms a must for a well earned tourist break,1
362,location the view on the acropolis the view on the ancient ruins the staff is very nice and welcoming breakfast is nice the decoration of the rooms is nice rooms are small for the price even though the equipment is nice i think it a bit overpriced compared to the price in the surroundings nice hotel well located but a bit pricey for the room size,1
363,this hotel was wonderful it was very clean with modern amenities and a friendly staff it was reasonably priced and exceeded our expectations the location was central to all of the must see attractions of athens i would definitely stay here again,1
364,we stayed in two hotels while in athens we left for bulgaria and returned the amalia is wonderful great location friendly staff rooms gorgeous bar and a delicious breakfast i highly recommend this hotel for anyone visiting athens,1
366,we stayed at the amalia upon arrival of our journey in the region and loved the was my husbands birthday and the hotel staff surprised us with a celebration the staff was accommodating to every need the location was fabulous located within walking distance to all the places we wanted to visit the roof top is a great place to enjoy a private evening and the balcony in our room was a great bonus the breakfast was wonderful,1
367,very nice and comfortable local boutique hotel with great amenities fabulous breakfast and awesome location we stayed here for nights total and felt like home it is a gem in heart of syntagma square,1
368,a bit tricky if you arrive to the hotel by car the street outside is a busy road and there are only a very small space to park while you check in the location is excellent with views overlooking the park and the parlament and with walking distance to a lot of the sights in central rooms are elegant and normal in size the bathrooms are quite big and very nicely designed breakfast offers a large variation so no matter your diet find something on the buffét the only disappointment was the lobby bar food was not that good and expensive and when i ordered champagne i was told it cold so please put the champagne in the fridge and come back joke aside i would absolutely come back to this hotel again,1
370,we checked in around after spending hours on the ferry the lovely lady at the counter welcomed us and gave us our room it was on the floor very quiet and nice and cool with the ac the room was spacious and very clean we were also stoked to have a queen bed hermes is a minute walk from the train station and the square the included breakfast was very yummy with plenty of options one of the staff members checked on us at breakfast and helped us with some sightseeing ideas very pleased we stayed we will certainly stay again if we come back to athens,1
371,i stayed at hermes hotel for the two nights i was in athens before heading down to kefalonia and could have been happier with my choice hermes was very modern updated and right in the center of plaka a minute walk from the acropolis and center city not to mention the staff was very friendly and accommodating a wonderful experience all around i would recommend hermes to anyone staying in athens,1
372,fantastic location across from the parliament building with an awesome terrace with a view of acropolis and the entire city of athens hotel amalia is one of the nicest and customer friendly hotels i ever stayed at it is luxury but everything you need it there front desk is souper friendly and helpful restaurant is actually very good we were avoiding dining there because we did expect good and reasonably priced food the last day waiting for a taxi to bring us to the airport we dined there and were very happy also we ordered a bottle of amalia house wine tasty and cheap definitely recommended,1
373,the staff at hermes are some of the friendliest i ever met in a hotel they genuinely care about your stay and are very helpful the room we had was very cozy and spacious and was clean and well maintained perfect for getting some good rest after a day in the hot streets of included breakfast is amazing and we loved that the location is within walking distance to everything we definitely stay again,1
374,my husband and i recently spent nights at central athens hotel we are very pleased with our decision to stay in this hotel the rooms are spacious by european standards clean and modern the staff is very friendly and were helpful with any of our questions about the city or traveling in the area the rooftop bar was excellent we made a point to have at least one drink there every evening of our trip and we were never disappointed by the drinks or the view in addition we very pleased with the complimentary breakfast buffet you get a wide variety of choices including those that are and more authentic greek dishes central athens will even pack you a breakfast if you must depart before the buffet opens as was the case with our last found the location to be fine it is an easy walk minutes from the syntagma metro station which is a major stop for most modes of transit to and from the airport it is also less than a minute walk to the major flea market area of athens which we loved the walk to the acropolis was a bit longer but it could not have been more than minutes evidently athens is currently summer experiencing some domestic unrest but we never felt unsafe during our only problem that we have with the central athens hotel is the spottiness of their wifi it is free but it is also incredibly unreliable just be aware,1
375,my wife and i stayed at the crown plaza for several nights after a cruise of the greek islands the staff warmly greeted us upon our arrival and provided us with a map of the area and suggestions for shopping and sight seeing our room was on the club level floor that entitled us to extra amenities that included the club room that was always stocked with a very nice selection of beverages and snack food this was a very nice extra that we took advantage of on a regular basis it was also a nice area to socialize with other guests we also paid extra for the breakfast package that i would highly recommend a very nice selection of breakfast foods in a very nice dining area our room was very nice with a very comfortable bed the bathroom was top notch especially compared to other european bathrooms very roomy clean and nicely decorated the room also included a stocked refrigerator safe and plenty of closet space there were two disappointments with the room that i would not expe,1
376,after a month of hotels eight in all hermes might be the very best in part the staff eva oana push my rating over the limit of stars this will be my first choice for my next trip to athens the location is perfect it is just outside the crazy plaka and a block away from the main shopping streets it takes minutes to walk to the acropolis ancient agora or the fabulous national archeological museum the rooms are solid and silent i never heard any noise from other rooms or the street the finishing is beautiful if you like polished marble bathrooms floors have roughed marble so they are not slippery when wet breakfast food selection is great everything from the basic toasts different breads with jam to eggs and bacon or spinach pie and cheeses with cold meats there are amazingly good pastry sweets and fresh fruit selections the finishing touch is the staff who take a real interest in you and what you plan to do with your time for example eva knew after the first day that we had daughters she readied a large table for us for breakfast as soon as she saw my wife and i look for a table in none of the other hotels on visit did any staff notice or care that we were a group of four lastly someone on tripadvisor said the walk to the national museum was best avoided and taxi was the best idea oana told us,1
377,my daughter and i stayed at the marble house while vacationing in athens and it was the perfect location with a cozy clean friendly atmosphere it close to public transportation and easy walking distance to all the sites and museums highly recommended,1
378,hotel is well situated very clean staff is very friendly and helpful the view is amazing pool was very well kept water could be a little warmer staff at the pool could be a little faster i would recommend this hotel to everyone looking forward to returning,1
379,my wife and i stated here for two nights the room was clean and redecorated with a modern standard the hotel is located in a walking distance to acropolis restaurants shops etc the staff was very helpful and service minded they even helped us booking bus and ferry tickets from athens to one of the islands in greece i have no problem staying here again,1
380,do be fooled by the aging exterior the rooms are very modern with high quality finishes several offering magnificent views of the acropolis pluses include amazing pool phenomenal rooftop bar setting and first class spa despite the amazing setting however service at the rooftop bar is nearly abysmal and a negative incentive to go up there overall the service was very good it a good mile plus walk to plaka so plan accordingly especially in the hot months i would be happy to stay here again,1
381,the hotel located in the quiet area very close to the acropolis metro station mins walking to the acropolis entrance and the busy plaka area the receptionists were friendly and efficient when checked in we told them that we needed to depart earlier than their restaurant breakfast opening of am they sent within an hour prepacked breakfast to our room when we returned from mateora we stayed in hera hotel again and enjoyed the buffet breakfast in the restaurant the breakfast had limited choice but still good quality and with plenty of vegetable standard rooms we stayed were well equipped but tight in space two of us slim in size with two pieces of medium size luggage found it uncomfortable to move around the rooms and bathrooms were tidy there were no clothes hooks in the tight bathrooms nowhere we could hanged the wet towel etc bedding was comfortable and towel smelled fresh soft clean the sound insulation with the neighboring room was weak one time we had a noisy neighbor and we could hear her talking whole night long,1
382,we stayed at the hera twice at the beginning and end of our stay in greece in june initially we were so tired from the long flight it was a wise choice to have allowed an extra day rooms are small but well furnished comfortable clean beds and a nice view on the upper floors facing the street front the breakfast buffet included foods we have at home with local sausages bread and fresh yogurt and staff is friendly and helpful even after we blew a breaker with a power strip plugged into an adapter they also arranged a taxi to the airport both times we had to leave and made sure our second stay was at an upper floor with a balcony street roof garden restaurant was also amazing see the separate review,1
383,if is what you are doing in athens then this is your place you can walk out and zip to the acropolis and the acropolis museum in about two seconds you are nicely set up to walk almost anywhere in athens our room had a nice view of the acropolis so pretty at night there a cute little restaurant on the top floor where you can grab a drink or have dinner with great views the staff at the front desk is so helpful and can advise you on anything an everything in the city love this place,1
384,we enjoyed our stay at this property excellent service great location comfortable rooms and great views the executive lounge had great options with friendly and helpful staff all staff spoke english and made sure they offered their help,1
385,marble house is really centrally located easy walking distance to the historical sights and fun shops and hotel itself is very clean and nice i loved our room it had a great deck and the staff were friendly and helpful at such low prices i definitely did not expect such high quality service i recommend this to anyone looking for a good value within walking distance of sites it does have a shared bathroom situation if that bothers you,1
386,hotel was situated in a great place near the acropolis the daily breakfast was very good we were able to walk to all major attractions from this location and many restaurants were very close by staff was friendly and rooftop bar was cool,1
387,we have just left from a night stay at hera hotel the hotel itself is a lovely boutique hotel in a great location walking distance to everything you would need for a stop over in athens the rooms are of a hotel standard with a delicous buffet breakfast what makes this hotel is the staff the reviews are all true the care and genuine desire the staff have towards making you stay in athens a wonderful experience is commendable thank you hera hotel,1
388,wonderful service nice breakfast and perfect location to meander around the acropolis the front desk staff helped with every question we had we had a very pleasurable stay would recommend if you are looking for star hotel,1
389,we travelled as a family of teenage daughters and booked a family suite upon our arrival at reception we were offered two double rooms instead which was a very welcome surprise this amazing service continued throughout our stay we were just minutes walking distance away from the acropolis acropolis museum and the plaka if you get a chance book a rooftop table at their sister hotel herodion just around the corner for a spectacular sunset dinner with view of the acropolis,1
390,the philippos is always the best we love staying there and enjoying their fantastic hospitality there is no better location you can walk everywhere or catch the metro easily yet it is just enough in the neighborhoods to be quiet at night when you want it to be top rating every time,1
391,wien you book a hilton you know you are going to a top hotel this one has a fantastic pool a great gym and spa very much appreciated the welcome drink at the roof bar with a fantastic view great breakfast buffet and friendly employees who could ask for anything more,1
392,booked this place for our trip to athens got it as a steal the best cheapest way to reach from airport will be to take the express bus right side of departure gate and get down at syntagma square last stop this is almost an hour drive and take a taxi kms to the hotel not many know this hotel by name due to its location you need to specify that its on aristogitonos lane alternatively you can take the airport to monastiraki by metro mins ride and min walk to hotel careful if you have lots of luggage as this station is filled with few people who bombard tourists pros of acs colourful budget rooms with basic amenities top floor ones offer a good greek breakfast loaded with bread cheese served from early you can book your hop in hop off bus tickets at self service tea biscuits at the great location to access and enjoy local food street joints hard rock cafecons of acs very poor response to they are under staffed probably offseason may be location does get lonely at night as its in between a market,1
393,i booked this hotel last minute after changing my travel plans and boy did i make the right decision first of all this property is minutes from the new beautiful acropolis museum south slope of the acropolis itself as well as the plaka the location seriously could get better next the staff was so friendly and helpful at all times their hospitality is some of the best i ever encountered traveling the room was comfortable and the breakfast spread was very nice to fuel up with in the morning before adventuring out highly recommend this property,1
394,the hotel is perfectly located to visit athen s main attractions you can easily walk to monastiraki or the acropolis to the syntagma square but also to the national archaeological museum just to mention a few the metro stations at monastiraki and omonia square are just a five away we came back to the hotel for the second time and stayed two nights as the first time our room was clean the staff was very kind and helpful and the roof top terrace with its view to the acropolis is just door of the bathroom could not be closed well and during the night from saturday to sunday it was quite loud outdoors music,1
395,pros close to everything modern clean rooms two elevators a mini fridge eggcellent breakfast great roof bar spectacular view from roof helpful staff adequate wifi cons small rooms thin walls,1
396,we were invited to a wedding in athens and getting ready for such an event is not easy even in your own home the centrotel was a great choice spacious rooms clean comfy beds a lot of mirrors big bathroom surprisingly quiet i slept better than in any hotel ever the air conditioning works very well there are even small lights like stars on the ceiling that change colour the staff is extremely nice quick and helpful they make you feel comfortable they gave us a map of the city upon arrival and after that gave us tips on how to get to the places we needed to whenever we left the hotel we needed an iron it was brought to our room by the time we took off the elevator from the reception to our floor they even let us leave our car in the garage for a few hours after we had checked out because we wanted to do the free walking tour in the hotel is close to victoria and larissa ab metro stations which are just a few stops from the acropolis and the city centre but being close to the train station the neighborhood is a bit unpleasant not very clean weird people etc although we never had any problems even later at night the garage is underground and there were enough parking spots but it is narrow so if you have a bigger car you will need to manoeuvre time we are in athens,1
398,do let the entrance to the hotel worry you from the outside set pretty much in a bustling market the hotel seems like it star but once you get to your room you realise you truly made a great choice by staying here we first got a room on the floor and had to ask to change rooms as the window was literally looking out directly onto another building just a stone throws away it was so claustrophobic we asked to change rooms and we were given the top floor room wow what a difference we were literally looking at the acropolis the bed is comfortable works well loved the laundry service where they do a whole bag of your laundry for a very small fee within hours the breakfast was excellent too varied on different days with extremely friendly staff the location is perfect so close to everything sensational local eateries right around the corner wine bars local shops coffee shops no tourists in sight i would definitely come back if i could be guaranteed a higher floor room the bar on the rooftop has wonderful views just feels like it can do with some more decorating,1
399,we stayed here for two nights we got an upgraded room that was words of staff but do know if it was real or just our room the room was very big bathroom too the room was very well soundproofed the staff was friendly and helpful the breakfast was just normal instead of others comments i do think it is super basic plates orange juice greek yogourt croissant breads cake few jams peach eggs and bacon coffee and tea that all i think so the price is a bit expensive but it is vacation after all anyway the hotel is at a good location by feet from victoria station green line and by feet from larissa station red line or regular trains,1
400,this hotel should have at least stars and maybe even four i could not believe how nice it was for the price the room is comfortable and well equipped i loved the tiny lights in the ceiling above the bed that change colours you can opt not to use them best of all you get a hydrobath basically a spa tub which is wonderful to relax in at the end of a hard day touring round athens my room had a lovely little balcony as well the areas downstairs are comfortable everything is spotlessly clean the restaurant offers breakfast for euro a buffet where you can stuff yourself with a selection of sweet and savoury foods cereals fruit coffee juice etc staff are friendly and knowledgeable about pretty much everything in athens room service was so quick i barely had time to put the phone down before a lovely member of staff was knocking on my door they go out of their way to help you with directions advice on local places to eat this hotel was recommended to me by a friend who lives in greece and when i read the reviews i was a bit concerned about some of the things people said about the area this is a very well located hotel it about minutes walk from the metro victoria station a lovely square with nice restaurants on it and even more places to eat within a minute walk and all incredibly good and cheap it takes,1
