,predlabel,trueLabel,indexLocat,review,classification
76,1,0,1074,we visit amsterdam at least once a year we had visited the restaurant in the hotel on a previous trip so selected the hotel as we felt we knew what to arrival our room was ready nor was it ready over an hour later when we been told it would had paid for a deluxe room this is not the basic level at the hotel on check in i was told that the room did have a city view even though it was on the first floor on entering the room it became very clear that not only did the room not have a city view but it did have a very unattractive view of the bins and yards of the opposite apartments i will attach a photo the room lights did not respond to the remote controls and the room was very i raised this with reception i was told that if i wanted a city view i should have asked for one even though it is part of the room description described on the hotel website we were moved on our second night to a room of the standard we had booked however that hardly a good start to a vacation the room we moved to was great had lots of light and a view we expected but no apology or recognition of the issue with our initial in all we felt that we were not valued customers and that quality of service and ensuring that we had,VADER
77,0,1,1083,the hotel was reasonable the rooms on higher floors have a nice view on the sea the rooms were shabby but properly cleaned the breakfast was not wow a small hotel located at walking distance from glyfada center,VADER
78,0,1,1094,overall the hotel is tremendous i did not give a for a couple of reasons the front desk staff is not very friendly and in particular francesc was condescending both on the day we checked in and the day we checked out overall that did not affect our experience much but it is something they could work on none the less also the housekeeping staff was very pleasant but only of days did we have turndown service which again not a big deal but is part of the price also two of the days we returned from our long day outside the room and at it had not been made up this was annoying because the cleaning cart was camped outside our room all day everyday yet our room is last i tip the cleaning service everyday so it could not be that it probably explains our difficulty on the first day we got there at and asked if early checkin was possible the woman at the desk said the cleaning people are outside your room now so it should be an hour or less well we came back in an hour and a half still not done this was the time she reminded us in a teachy condescending way that time is uh we know you told us we could check in earlier so we left and came back at around still not done this is when francesc mansplained that the check in time was so we knew that,VADER
79,1,0,1120,the staff was very friendly and the breakfast choices were great that where it ends the rooms were run down with stains on the carpets cracked tiles in the bathroom old and stained sink and beds absolutely disgusting the price per night was crazy at per night we shortened our stay from to night and checked into a local marriott hotel instead at half the cost,VADER
80,1,0,1131,noise from other room is so big that i could sleep well every some water that where it came from are all around my shoes so my new shoes from barcelona became wet two things above was bad but other things about the hotel was good,VADER
81,1,0,1132,we had the displeasure of staying at his hot er place you could call it while on a transfer from athens to beirut we had to walk up several flights of stairs and wake the reception guy up so he could check us in he checked us in topless which was in our early expectations of the place the room was cheap and big however the next day we discovered several cockroaches were on the ground beside us when we woke up we had a fan to help air the room but to be honest we were happy to leave the room at any chance we got we were planning to stay there again on our return transfer back to dublin but we cancelled and booked another place which was a lot better avoid if you can unless you are happy sharing with uninvited cockroaches otherwise you love it,VADER
82,0,1,1154,wanted a change from the usual hilton type hotel and chose the morgan because of ta reviews and location this is a small boutique style hotel with luxe fittings and furnishings however all is not what it seems if you look closely the place is starting to look tired the phone in my room was of the euro variety and the carpet in my bedroom is beginning to look grubby amongst a whole host of small things this place needs a little time and attention spent on it by the owners complete with a new lick of paint otherwise they will kill off what is essentially a lovely funky place to stay oh and one final thing the buffet breakfast needs to improve frequently running out of sausages and bacon an omelette stations would also not go amiss,VADER
83,1,0,1158,stayed for one night the hotel looks good from the outside and reception area but as soon as you go in halls leading to rooms its like you stepped back in time to the rooms very dated we booked an executive room only difference it seems was the bed was bigger building site to the rear of the hotel so its very noisy from,VADER
84,1,0,1161,super expensive hotel and inflexiblenon smoking room smelling smokehalf a soap in the roomparking too far awayno breakfast before am without breakfast basketi do recommend this hotel it is abusing of its location,VADER
85,1,0,1162,the hotel is an aging and quaint location it clearly needs some maintenance and they decided to do it right outside our rooms while we stayed there for over for days i like to sleep in peace and not be poisoned workmen woke us up on day one that day they painted in a gloss paint that had a fairly heavy odor my wife was affected by it breakfast was average and the staff attempted to be pleasant i suppose but for the money you can probably do better it was the only place in ireland we stayed in that was disappointing,VADER
86,0,1,1185,if i am back to barcelona i will visit this hotel again definitely i recommend this hotel if you are planning to visit barcelona but the noise of subway train was little bit annoying when i tried to sleep because i can feel and hear when the subway train comes near,VADER
87,1,0,1192,pretty disappointing my partner and i have stayed a few times and even though previously there were a couple of things that we considered not up to scratch we had relatively pleasant experiences after the last stay we wo be returning the first issue is the staff not true of all the staff members but most were generally rude entering and leaving the hotel was uncomfortable as some of the staff at reception did not make us feel welcome i do really appreciate being silently stared down as i walk to my room another issue was the relentless mini bar check while we occupied the room not a practice i expect from a four star hotel the problem with attitude among the staff became really evident when someone who came to check the mini bar while we were busy entered our room without making himself known there were a few times where someone entered our room without permission which was real invasion of privacy and then proceeded to move our belongings with his foot to gain access to the fridge all without saying much to either of us we made this incident known at the end of check out and they were obviously apologetic but during check out we were not asked how our stay was or if there were any issues and we were told we used an item of the mini bar when we had not which you think they know we did seeing as they checked so,VADER
88,1,0,1230,the bedroom was ok but the bathroom the worst one i ever used in a hotel the location is ok next to tube stations and min walking to the acropolis but the streets around were just ugly and i did feel safe the staff was nice and helpful i do recommend for people in holidays just for fast business trips,VADER
89,1,0,1242,we are currently staying at ofelias having just left the hotel catalonia barcelona around the corner where we had been for several days prior we made the switch to join friends staying at ofelias big mistake when we checked in yesterday we were given a small room with twin beds totally unromantic i immediately asked the front desk person tanya for a room with a king bed and she said that all the rooms have the same beds we discovered this morning that our friends had been given a much nicer room with a king bed desk view and balcony for the same price tanya had lied to us i hate being lied to we are very unhappy and wished we had continued our stay at hotel catalonia barcelona that hotel had beautiful large rooms with king bed extraordinary view much nicer breakfast large rooftop pool with a a bar and amazing views of the city,VADER
90,1,0,1267,positives are the hotel is very close to the acropolis and the new acropolis museum a minute walk will also take you to the temple of zeus and the stadium the plaka is a min stroll where you can find a range of restaurants and the typical tourist type shops in the oldest part of athens at the end if the plaka you will find the ancient agora the acropolis metro is only a min walk that will take you to other parts of athens the beds are comfortable and the rooms have air conditioning which is a must with the temps that can get to deg we had this for three days there is a small fridge situated in the bottom of the wardrobe but no facilities to make a cup of tea or coffee you have to go downstairs to the breakfast room in order to do so breakfast is rather tinned fruit that has been open too long and kept in a warm now fermenting the fresh fruit on offer was too ripe and spoiled and not enough choice coffee was via a nescafé vending machine tea is via tea bags and there are three types to choose from at least you can juice your own oranges with an electric juicer ask for a room that faces the inner courtyard otherwise you wo get a good night rest the hotel is situated on a corner of one if the busiest roads in athens you might want to,VADER
91,1,0,1280,first impression of the room was cool but the you start finding how dis functional the room really is there is no privacy from the bathroom to the rest of the room glass see through door and wall it was good for watching tv from the a very small mirror in cupboard to check your bathroom sink is in the bathroom it in main room but no mirror and no power point for hair straightener or electric shaver etc the power point is at the desk bellow the tv with a very small makeup poor lighting in the room which made doing makeup back and neck from bed and things were the staff were very friend helpful nespresso coffee in the room was a very nice to tram was great but next trip i will stay closer to city it was a little bit far out if you need to drop shopping off or get changed before going out for the area of vondelpark is beautiful in every way but more suitable for relaxing people rather than party people,VADER
92,1,0,1300,i stayed here in and the hotel was a great find back then i felt it was in a good location and the hotel was clean and modern however during my recent stay it was dated the bathrooms were the cleanest and the staff were not friendly the place has gone downhill there are also no safes provided in the rooms in a city with pick pockets galore you think this would be a standard amenity in a nutshell shame on you for claiming you are a star hotel,VADER
93,1,0,1330,we stayed here nights in an ocean side room on the floor of those nights two were disturbed by an extremely loud concert nearby which made it impossible to sleep the first went on until am the second is still going on but it is am as i write this and the music is still playing whee if you value your rest this is not the hotel for you,VADER
94,0,1,1345,the student hotel at amsterdam city was overall just what we needed at the end of our week backpacking trip we stayed nights there after traveling with backpacking backpacks hoping between hostels shared with people so we really appreciated the privacy cleanliness and an actual quiet and comfy bed however i do have two criticisms that i believe can be easily fixed firstly our room was never cleaned even though we put up the please clean our room sign not a big deal but just letting you know secondly when we rented bikes from the hotel and rode back after a really long day in the city we accidentally biked all the way to the student hotel amsterdam west when we tried to return the bikes we were sure why our bikes did match the bikes there i checked the room key and there was no indication as to which hotel we were staying at my boyfriend and i did not remember anything else besides the brand name of the hotel when i was about to check my email receipt my phone died but we began to figure that we might be at a different hotel we started to lock up our bikes to go ask reception for help when i saw that our bikes said amsterdam city and the other student hotel bikes said amsterdam west this was the only indication that there were two locations and that we were in the wrong place it turns out we were,VADER
95,1,0,1383,lets begin where our journey started we looked up the prices through and a dutch travel agent called tui the travelagent offered a superior twin room which was also a roomtype on the website it was combined with a flight the price was about the same so we booked trough tui when we arrived at the hotel it was very clear that the room that was booked for us was not a superior room but a standard room we tried to change this because we booked a superior room but according to the manager he offered this room as a superior instead of the real roomtype because of the company were we have booked the room this was unbelievable for us he just laughed at us and did nothing to help us with this problem he did not listen to our story but was only looking at the line with people who wanted to check out behind us because everything was full we had no other option to stay in the room is interior in a building it looks like a closet and does not have enough space for two persons who stay nights there is a semi double bed but this wasnt even close to the worst things every night we heard noises from the room next to us there are a lot of young people in the hotel that like to go out every night that fine and fun but when they came home at they kept talking,VADER
96,1,0,1411,used to be when you were in dublin the staff were extremely pleasant well at this hotel the staff act like kgb officials and are very rude they were intentionally rude to my highly educated daughter and i am a lifetime spg platinum meaning i have spent over nights on the road in spg hotels additionally on some very hot nights the ac did not work in the room and they put us in a tiny room all the while the staff acted like no big yes it is a big deal as our worldwide staff has been instructed that westin dublin is no longer a place they may stay vote with our wallets gm and as the chairman of a worldwide conglomerate i assure you no dollars will be spent at your this hotel much better options where the staffs are polite and respectful of a hotel doctor hit me with some love and a helpful vote,VADER
97,0,1,1414,we had the room with terrace is really recommendable only negative point roomservice is only until pm friendly staff public transport are easily accessible parking garage is directly under the hotel is with eur unfortunately not quite cheap,VADER
98,1,0,1447,at arrival we got some confused information that the first night our booking had been changed to a nearby hotel if we accepted these changes we were promised a compensation for this inconvenience the hotel also assured us that everything was taken care of no need for payment etc at the spare hotel despite the assurance from sansi diputació we were requested to pay at check out from the spare hotel both for the stay and the breakfast both already payed for at return to sansi diputació no one had any knowledge about the the discussions additional transport etc took significant amount of time and energy despite repeated contact from both our side and the hotel has not responded or given any additional explanations or apologies and we never saw any breakfast that you can add to your stay is not worth the money save this and buy your breakfast at some nearby café also recommend to avoid this hotel due to the customer treatment,VADER
99,1,0,1453,we stayed here for a night as there was an issue with a flood in the other hotel we were supposed to stay in this one the alexander is definitely the less nice one bathroom was old with mildew room was musty and carpet was old definitely recommend staying in the st stephens location over this one,VADER
100,1,0,1479,one of those hotels that if you do ask you do get if you do kick up a fuss on check in you will be given the smallest room on the floor as they try to palm it off on some if you do ask for your room to be fully cleaned you return on the night to find last nights mess still in your location is great staff are very friendly as you walk about and the rooms are nicely executed,VADER
101,0,1,1494,the hotel is right outside a metro station and about a block from a tram that takes you into the museum precinct they also offer small boat canal tours ppl from memory which are reasonably priced so you do have to do it on one of those larger touristy boats we went up the eastern channels around the zoo and ended up outside amsterdam centrale staion hotel is on the main road but as bikes are the main form of transport little road noise could be heard and nor were sounds from neighboring rooms present,VADER
102,1,0,1521,the front desk personnel was very friendly and accommodating that the only plus the wifi in the room was very slow it only works in the lobby and lobby is small and crowded the room is very very basic with no cabinets the mattress is thin and not comfy furnitures in the room are basic looks new but flimsy looking there no free breakfast as it says in it about per person but the food is good and considering it expensive to eat anyway outside we loved the coconut yogurt outside the hotel is a nice park that stretches couple of miles with nice restaurants and shops with lots of nice folks just hanging out not too crowded nice ambiance,VADER
103,1,0,1534,bad old value for qulaity wold definitely not go there again the staff was jjhghvvnm op b,VADER
104,1,0,1537,we stayed here for night in july the room was really small with a corridor for a bathroom no bath the shower leaked on the bathroom floor so we needed a towel to stop the floor getting wet small windows very small with a beautiful view of a drain pipe we had to shuffle things around and put things on the floor in order to use the kettle to make a drink on the up side the valet was really helpful allowing us to park on the front whilst checking in we complained about the room and were told that we would not be charged for the mini bar we had only had nuts and pringles but on arriving home they have been charged this was a special treat for my partner the room cost over which i was happy to pay but unfortunately just it did feel like a treat and also did feel like value for money also on the corridor we were on there was a funny smell but there was a sign saying apologies for building work staff were pleasant but overall for a star hotel was really disappointed,VADER
105,1,0,1561,worst breakfast i believe i have encountered anywhere in the world particularly in light of the star rating inattentive staff busy but not serving very poor cooked food quality undercooked bacon sausage with gristle unappetising scrambled eggs toaster not functioning resulting in long queues and wait time teapots leaking etc etcmanagement need to observe this towers experience and make rapid improvements,VADER
106,1,0,1562,i visited the skylon at the weekend for lunch with family we were heading to a big game in town so the skylon is an obvious choice for lunch have been visiting the skylon for many years the food and service was always great however a number of months ago they decided to no longer provide a carvery option for lunch that in itself is not an issue as long as the kitchen and servers can work together efficiently to get orders taken and food delivered you may have seen on my previous review since the upgrade that the service and food was very disappointing overall we hoped for a better experience on sunday but it was to arrived at and met friends who had got there before us their lunch order took minutes to arrive the food was only warm not hot our lunch took minutes to be delivered we almost had to cancel it as it was simply taking too hard to know where the problem is because there are lots of people serving in the restaurant my guess is that the problem in the kitchen the fact is the food was taking far too long to be delivered to lots of tables not just mentioned the skylon is well located to capture trade from people attending games and concerts in croke park however they do seem to be aware of this and are certainly not taking advantage of our food eventually arrived it was fine certainly no,VADER
107,1,0,1566,the hotel offers adequate rooms in a good location central close to transport shopping and various sites big minus we were charged twice for our two night stay we paid cash upon checking out and then our credit card was charged a few days later we are now aud plus card fees out of pocket if staying here be careful re payments also breakfast was crap,VADER
108,1,0,1567,good location seconds to grafton street very friendly front of house staff nice rooms although my room was on the small side and the room and bathroom could probably do with a refurbishment very nice lobby area and bar the letdown was the breakfast service with slow and very unfriendly service especially compared to other hotel staff on morning four i just got up and walked out after waiting min to try and order no hot buffet received an apology later and coffee in bar as compensation but then drink was charged on checkout,VADER
109,1,0,1572,sadly this trip was disappointing due to his hotel rest of dublin great but avoid his place sewage coloured water in bath unresolved even though changed rooms and only comp offered was a glass of wine could drink or use water in my room and had to wash using bottled water like on camp manager lady pleasant but ineffective in sorting base issue have never complained before but added to false alarm at this morning too no breakfasts for that price value for money want single people off,VADER
110,1,0,1576,stay of nights there as hhonors diamond you should be treated fairly unfortunately not at all no welcome for breakfast the hotel do a segregation of hhonors member on the underground with a limited food and untasteful moreover the staff is far to be professional and spend more time to chat and joke than take care of customer this hotel is not at all as hilton level and should be removed from hilton group,VADER
111,1,0,1581,we stayed for nights at metropolitan hotel in july hotel is undergoing renovation and that is needed it old dirty and not in a good condition right now if i had no other information i would rate it a star hotel one time when i tried to open the door to our room from the inside the door handle fell off the renovation was noisy the eggs in the morning buffet were rotten and the dinner on the roof top restaurant made my boyfriend and one of his kids complained about the noise and they moved is to a room a couple of floors up so they did try to help but it was still the this description you might wonder why we gave it two stars they are for the well equipt gym and the nice lifeguard by the pool one of the kids forgot her go pro camera by the pool and he saved it for her for the next day,VADER
112,1,0,1590,we have just returned from a a two day stay at this hotel this is the first hotel where staff do greet you and say hello no contact at all through the whole check in very clinical staff in the restaurant clearly had been trained in the same manner where is the warm irish charm the service was slow in the restaurant and the service was very disjointed the second night it was quicker especially when we asked for bill the bathroom was small the bedroom was clean and comfortable we had breakfast in the coffee bar in reception and it was fine sorry staff again ca take orders correctly and no interaction with guests would not be going back,VADER
113,0,1,1604,hotel mirabello is located at omonoia square which is the city center of athens and nicely accessible to metro and bus routes the hotel is in a small building but the rooms are of decent size and was very clean and the breakfast was of good quality but the space was quite small and at certain times it could be difficult to find an empty table overall i was happy with my only downside was the method of payment i booked from and i chose to pay at the property but the property had charged the first night without my consent it had not been indicated that the first night is charged in the booking and i was a bit upset about this confusion,VADER
114,0,1,1684,we booked nights at this hotel as my birthday treat we booked an executive room and i emailed the hotel to see if we could be upgraded as it was a special occasion i received a response to say the reception staff had the authority to do this on arrival the hotel was full this was the least of our problems the hotel website advises on the ways of getting from the airport to the hotel taxi at euros on our return to the airport we were quoted euros by hotel staff which we booked decided to take the metro as we thought euros rather expensive the metro was crowded and our travel paperwork and my husband passport were stolen from my handbag this resulted in a dash to the police station followed by a visit to the british embassy the following morning to report it and a return later to collect an emergency replacement day ruined and a nasty taste in the mouth regarding the city apparently this is a very regular occurrence and the passports are sold on to immigrants within executive room was nothing like executive the bath was very narrow and if you turned the bath tap fully on the overhead shower came on as well therefore the taps had to be turned only slightly on to fill the bath i reported this but the engineer could make no were replaced each day although the quality was not is unusual not to have facilities in a,VADER
115,1,0,1695,my family and i arrived at hotel after completing a wonderful stay in athens and a day cruise we checked our bags in at and then had a very full day in barcelona hotel was clean and modern and staff very kind we were located one level about street and our room was next to a very busy area noise was insane people party in barcelona that what was not ok was that room people yelling screaming and laughing until am i went down to the desk at and asked for a different room for the following night they said yes and i took my migraine and sleep deprived self to breakfast very nice breakfast be warned if it a weekend ask for a room away from the noise they should have asked me before sticking us in that room worst hotel experience in my many years of travel,VADER
116,1,0,1709,hotel location looks good so we booked may be the cheapest room because we only spent one night in athens the room was too small and did have any window its ok thats why it is the cheapest room but what about the towels their colour went yellow and smell very weird and the bed also smells like that just try another hotel there are many options in the centre of athens,VADER
117,1,0,1715,we stayed for a long weekend break our room was on the rooftop which was lovely bar the unclean jacuzzi which we could really use our main issue was that someone had been in our room on more than one occasion we had been out during the day our room had been cleaned with fresh bedding and toiletries lovely we then came back after being out for our tea and someone had been in our room and looked through our suitcases and bags this made us feel very unsafe and paranoid the second to last day when we came home after a day out touring the city the had taken one of our keys which we kept in the electricity port to keep the room cool with the air con our bags had been moved again when i asked reception why the key had gone she replied it happens sometimes i sure this should not happen at all i never been in a hotel where the cleaner or anyone else takes the key and you had your bags rummaged through we did eat in the hotel or use the bar the room was alright but we probably would stay again,VADER
118,1,0,1727,the hotel itself is quite nice and clean however when i arrived at my room was not ready and the staff took over an hour to get a room for me the staff clearly need training in customer service it is very expensive and in no way justifies the price i will not stay there again,VADER
119,1,0,1762,loud music until am every night no accommodations made to help filter the noise light curtain on window no air conditioner no sound insulation whatsoever at one point in the night i wanted to stuff the single bed mattress covers and pillows against the window to block out the noise all they gave was ear plugs our adult children were traveling with us and enjoyed the club the first night however they had an early flight out the second night and did get any sleep even though their room was around the corner from the was a real issue as we were aware of the fact that we had to park several blocks away with a discounted staff is courteous and very friendly rooms are dated but adequate,VADER
120,1,0,1766,the only pleasant part of our stay at hotel adagio was the location the room temperature controlled by the front desk for each floor was inconsistent and set in either extreme the wifi was spotty and never reliable which caused an inconvenience for travelers relying on that for access to maps etc the lobby and part of the hotel always had a very unpleasant odor and because of this we never cashed in on our complimentary tapas as to avoid sitting down there for a long period of time to top it all off we got home from vacation and realized we have beg bug bites all over again the location was great but i would recommend looking into other choices close by,VADER
121,1,0,1786,the air conditioning was not working very well it is hot in barcelona in july someone had been smoking in the room and the air unit was just circulating the smoke we both woke up feeling ill the sheets had holes in them and we were sleeping on box springs not a mattress we were each allowed one were very disappointed and tried to book another hotel but there was noneavailability the hotel was clean and the sangria was very good but notgood enough for us to be able to sleep through the night we were exhausted,VADER
122,1,0,67,it outside of the central after the bus or train ride still need to walk about min to reach the hotel imagine after a full day of touring still need to walk quite far it also not wheelchair nor stroller accessible makes it very difficult to travel with luggages,SVM
123,1,0,92,hotel is ok kind of location is not bad but not a walking distance from attractions rooms are quite small and breakfast is very basic i would explore another hotel if i go again to barcelona it has elevators one was down during my entire days stay staff are quite helpful with good english communication,SVM
124,0,1,145,stayed here for nights for work and whilst the location is superb the room are looking very tried there really needs to be a makeover here as when you enter the hotel the downstairs lobby and bar area look very nice and inviting if a makeover is not performed soon then i can see this hotel losing out on even more business having said that the buffet breakfast was ok the items were crammed down to the one end of the restaurant where there was not enough room to be able to cook your toast etc whist other people wanted to grab some butter jam and other breakfast items the cooked breakfast i had on my last day was oright but i have had a lot better they seemed to want to present it in a fancy way rather than actually giving you a decent hearty breakfast myself and colleagues were not the only ones commenting on this i would stay here again purely due to location and would hope the hotel manager takes onboard some of the guests helpful comments i did find the lobby staff very welcoming and friendly,SVM
125,1,0,152,when the best thing you can say about the hotel is that you liked the front desk staff know it not great truly the guys at the front desk were very helpful and professional we booked an eight day greek vacation after backpacking and self guiding ourselves through italy for weeks through an aegean travel agency we had two nights in athens before heading to sifnos and serifos islands and then one night in athens again before ending our trip we were picked up at the airport and transferred to hotel economy by a great taxi driver i guess we should have known by the hotel name what kind of place it would be first of all it basically in the red light district as i would call it there are therese two minutes in any direction the hotel is very dated the beds are hard and the pillows are harder the bathroom is barely big enough to change your mind they could use plastic shower curtains you flood the bathroom when you shower thank goodness for drains in the floor you have to sit on the toilet to shave your legs actually sort of handy the refrigerator does work when you leave the room it connected to the key so there no chance to have cold water when you return from your shopping or tour it very noisy outside as well as above you the continental breakfast starts ta that late if you from the us it a pretty,SVM
126,1,0,187,be aware this hotel has two small rooms on each floor which do not have windows to the outside they have small windows that look out into a very dark small open central lobby it is our first time staying in hotel with no windows to the outside we were unlucky enough to get one of these try to sell you on their buffet breakfast euros reduced to euros if you book breakfast for the entire stay bear in mind that you can get a baguette sandwich plus a coffee for about euros from any of the little pastry shops around the hotel we did bother with their breakfast option and were glad we front desk staff is especially this one lady who works nights the only helpful person we found was maria who was very gracious and helped us with check out,SVM
127,1,0,204,came to dublin as a treat after recovering from an illness our room was shabby with the formica peeling off the furniture stains on the lampshades and grouting around the bath discoloured the air con was outdated and noisy the shower was extremely low powered the room was at the back of the hotel on the ground floor with virtually no natural light getting in therefore had to have the light on all the time how depressing large blue bins for refuge collection were lined up right outside our window the breakfast was just ok the housekeeping staff were very pleasant and courteous as were the staff in mcgettican cookhouse the food here was very good and great value,SVM
128,1,0,219,first the highlights updated hotel with comfortable rooms and a great breakfast in a great neighborhood secondly the disappointments as a gold honors member and mile flier i have stayed at a few international hotels the staff never quite got all of the amenities in my room right each day no new coffee most days bathroom amenities missed most days daily water was hit or miss on my last day of i asked for water to be replaced and was told the hotel policy was water only on the first day of arrival really this is the first major brand international hotel where i found the complimentary water rationed to one day i explained my concern to the staff and they had no answers penny wise pound foolish i will not be back,SVM
129,1,0,296,maple hotel was an uninspiring experience ok the location is good but that is the only positive response i can give we had a double the size of a cubicle one had to sit in the bed while the other we were on the first floor facing the heavily trafficked street thank god we had earplugs,SVM
130,1,0,387,we booked this hotel on short notice as it came up first on we thought it would be close to town and we could walk to the main attractions as we only had a short stay in athens this was not the case and it was very complicated to get anywhere without a taxi and most of the drivers do not understand english the hotel is situated near a district so that should be taken into consideration very difficult to cross the road as it is a four lane highway out the front with a fence in the midway the hotel is very new but very badly designed and finished off very small lifts to take you to the rooms so it takes two trips if you have a lot of luggage we ordered some food from the restaurant and bought it up to the room unfortunately my food had an eye lash in it generally the staff was very friendly though check in did take some time which i do not really appreciate the hotel finishes and location lets it down i would not recommend or stay here again,SVM
131,1,0,406,the honest of the assistant service personal is questionable i lost an important mount of money of my room and they didnt anything to find it i make an pólice report in the pólice station and i waiting the results,SVM
132,0,1,412,wonderful most european rooms are small i was on my own and got a single it had a sauna and a whirlpool tub when i was there it was very hot the room did not have ac and there were concerts going on so there was a lot of traffic with cars and people walking around partying i had to leave the window open so did not sleep for almost nights i stayed i asked to be moved but no availability on night begged for a fan or something or i was going to find other accommodation i feel i should not have had to ask for one but offered so i could close the window for some quiet otherwise it very conveniently located and the tub was great after long days of walking and hiking,SVM
133,0,1,427,our experience with the roger de lluria was generally consistent with the positive reviews on tripadvisor as my wife our two adult daughters and i were going to be in barcelona for only one night i wanted a convenient location in the heart of barcelona i was already familiar with the area having previously stayed multiple times in a nearby hotel this time i wanted a somewhat more elegant place and the roger de lluria seemed to fit the bill i booked two double rooms for a sunday night and requested twin beds high floor and facing the street on the friday before our scheduled arrival we decided to arrive a day early my daughter called the hotel and asked if there was availability the next day the answer was no but a few minutes later the desk clerk hakim called back to say they could provide two rooms for the first night although he warned they would be smaller and not as well located as the rooms we would have the second night unfortunately the price would be the same as for the better and bigger rooms euros per room per night but hakim said he would include breakfast for the first morning therefore even before our arrival we had a sample of the friendly and helpful service provided by the hotel staff and after our arrival there were other examples i had parked my car a couple of streets away see why below and asked if it was,SVM
134,1,0,460,it is a shame as the staff work so hard to assist and make your stay enjoyable but the constant construction works and noise is off putting from early in the morning into the evening hammering drilling workmen shouting and banging of doors it is near impossible even to take a restful hour in your room during the day as it is located on a very busy main street with bars and clubs and an outdoor concert venue just down the street people party literally to the crack of dawn so expect to not have a decent of the works the rooms was too warm as the ac is not functioning all making for an exhausting stay on a good note the breakfast is plentiful and fresh,SVM
135,1,0,471,rooms are tiny no privacy glass doors on en suite rooms very noisy can hear everything from room next door waited mins to be served at bar gave up went down the street to a supermarket bought our own drinks great restaurant next to hotel,SVM
136,1,0,477,i was dissapointed with the service we was stay four wasnt redy for wasnt enough towel and bath producs even service was verry am never dissapointed with any hotel ike this before,SVM
137,1,0,543,let start with the positives friendly helpful staff great welcome cloud pool good food lovely place to chill out in the evening and barman chris was fabulous pool good toolocation mins from alimos marina so handy if you hiring a yachtthe tv worksso the negatives we booked a family room and got two rooms not interconnecting ok for us as we have teens but not great for younger rooms were functional at best decor dated patched up in places and they reeked of cigarette smoke shower woefully inadequate fell out of its holder several times bulbs missing it on a very noisy main road despite double glazed doors and seemingly some rooms have thick blackout curtains and others not breakfast basic meat cheese bread yoghurt etc all ok but overcooked cooked breakfast fried eggs like booked through ba and the reviews were ok but seriously this is a very basic hotel we were here less than hours and that was hours too many,SVM
138,1,0,574,hotel is older but clean cozy yet comfortable we were looking for a place to lay out heads this fit the bill price was good you get what you pay for like the big bang theory the elevator does not work but we knew that ahead of time this hotel is in the heart of the temple district with shops bars and numerous restaurants just outside the door we found all forms of transit within simple walking distance staff is friendly no early checkin,SVM
139,1,0,687,we had an issue with payment checking in and even though we had the money and sorted it in the meantime staff were incredibly rude and laughing at us in dutch not knowing i a fluent speaker no food facilities and area is barren other than a small spar supermarket and sloterdijk hotel could have been cleaner but overall would recommend if it was for the terrible customer service,SVM
140,1,0,704,stayed here at the start of july when we arrived after we payed and asked for a receipt but we were told we would recieve the receipt as we checked out at the end of the week we were then told our room was ready and we could check in until when it states on the website that we should be able to check in from onwards when we checked out they tried to charge us again and we had to show that they had taken the money on our banking app otherwise the stay was pleasant and the hotel is in a good location,SVM
141,0,1,707,nice pool at the last floor staff very nice but not worth the price you payis not possible to smoke at night in the rooftop because it became restauant they gaved me the room before check in time so i appreciate it,SVM
142,1,0,759,for being a hilton hotel you expect high and good service when the prices are that high forgot our orderlazy in the barservice remote did worktook the freedom of giving us the most expensive alcohol in the drinks without askinggave us the wrong billthe staff were friendly but should maybe have a lesion in hotel service not worth the visit,SVM
143,1,0,789,when i got to the hotel i was amazed by the beautiful modern and clean smell of the lobby that image was destroyed when i got into the room the carpet was filthy full of stains and the humidity smell was awful the ac did work which made the humidity worst i was changed twice to different rooms but the problems were the same at midnight one of the front desk guys came and advised me they did have any ac i finally quit and tried to enjoy the stay peter from the front desk was very helpful and nice to even gave us good recommendations to enjoy the city which we loved despite the hotel rooms breakfast is varied and good restaurant food is delicious expensive though,SVM
144,0,1,873,when we arrived at this impressive hotel we were thrilled when given an upgrade to a suite sadly the aircon did perform very well so our room was constantly very hot we notified staff and although they initially came to check obviously there was a fault breakfast which we had included was magic served in the winter garden room we loved our start to the day and enjoyed the luxury our suite was massive so enjoyed the space great location as the downside we were evacuated late one night with warnings to leave immediately and do not use the lifts already in bed threw some clothes over the top and only took long enough to grab passports many guests some quite panicky raced down the fire escape to the street where you would expect to see a staff member to direct us no no one was there we all gathered waiting for instructions eventually we decided to go to the front of the hotel to seek help the hotel seemed to be fine with other guests inside unaware obviously the wing we were staying in was the only area i queried staff as to when they were going to let us know we were safe to return to our rooms they informed us it was no big deal and all was not good hotels should have an obligation to their guests and their safety,SVM
145,1,0,896,we stayed nights on arrival no offer of any help with the bags and it only got worse staff decidedly unhappy in most areas breakfast was busy but again staff inattentive the hotel itself was tired and clearly ready for redevelopment which was happening on almost every side of the hotel avoid if possible as there are much better hotels nearby,SVM
146,1,0,899,very nice view from the heat in the elvators the need to wait around minutes to the working at the reception think that they are doing you a favor by staying at their hotel they forget that the guests are paying their salaries,SVM
147,1,0,910,i stayed for nights in this hotel great location on the corner of la rambla many restaurants and shops in front of metro station and min walking to room is old and dusty the ac is too noisy the bed is hard and not comfort at all and the staff is not friendly,SVM
