,predlabel,trueLabel,indexLocat,review,classification
65,1,0,1154,the only pleasant part of our stay at hotel adagio was the location the room temperature controlled by the front desk for each floor was inconsistent and set in either extreme the wifi was spotty and never reliable which caused an inconvenience for travelers relying on that for access to maps etc the lobby and part of the hotel always had a very unpleasant odor and because of this we never cashed in on our complimentary tapas as to avoid sitting down there for a long period of time to top it all off we got home from vacation and realized we have beg bug bites all over again the location was great but i would recommend looking into other choices close by,VADER
66,1,0,1157,i travel a lot and stay in a lot of hotels that carry stars unfortunately in my opinion herbert park is at most when i moved into my there was silicone falling off in pieces above the mirror in the bathroom the wooden panel that covered the bottom of the tub was splitting and paint was chipping the pillows smelled in one of the hallways the wall phone was hanging by the wires etc i was moved immediately to a different which was little better but still faced the same issues i do have to give some credit to the staff everyone was friendly and the cleaning staff was superb all rooms need a face lift or a star needs to go,VADER
67,1,0,1171,one to avoid and i do say that lightly stayed here as it was adjacent to the iveagh gardens and a dropkick murphy gig we were attending with good friends on the face of it a half decent hotel but let down very badly once you scratch the surface no aircon the rooms are melting at best but if you manage to negotiate the safety clasp on the window you can get some air into the room but then the million seagulls keep you awake from the crack of dawn which in july is obviously early just as the brain is beginning to accept the squeaking seagulls the hotel offers a new alarm call tap tap tap on the door so i open the door to a sheepish eastern european girl who is already walking away down the corridor sorry i just checking rooms forgive me but that cheap cheap cheap check out is actually noon so why are you waking us up never ever again disgraceful city centre hotel,VADER
68,1,0,1172,i booked and paid in advance for a superior room which was rather more expensive than the standard room however on check in we were given a standard room these rooms do not have windows and i was aware of this which is why i booked the more expensive room on alerting the reception staff we were given another room next the lift on another floor the hotel is not well sound proofed and we heard people coming and going in and out of the lift all night for nights the hotel had allowed a large group of british men to book a large number of rooms at the hotel they took over the pool and bar area and had no respect for other guests and some were staying on our floor and very loud this was the last stop for us after an week trip and we were looking forward to sitting by the pool which we were not comfortable in doing we were required to pay a euro bond on our debit card which we were told would be refunded on check out at checkout we were told this refund would take days we stayed in hotels throughout europe and this was the only hotel that took a security bond reception staff were condensing and not very approachable on the positive the breakfast was very good and the location very central,VADER
69,0,1,1202,the hotel is very well situated the room was nice and simple with a big smart tv and the staff was great however i was disappointed with my poor late night dinner ordered some pasta with tomato sauce but they tasted really bad,VADER
70,1,0,1225,i expected much more from this hotel having seen the photos and in light of the price i paid the room is ok size but beds very uncomfortable the hotel seem to have no proper walls between the rooms and awful sound insulation you can hear the person next door sneezing the blinds made such noise that each evening and morning it was disturbing as guests would put them up or down the roof terrace is nice but the pool is expect to have a proper swim although it does serve the purpose to cool down in a hot weather all in all disappointing experience having said this the staff is really nice welcoming and friendly,VADER
71,1,0,1247,whilst rooms were breakfast excellent our holiday was ruined because on out of nights our sleep was constantly disturbed by revelers on our floor doors banging people running in the corridor and loud shouting when reception was approached both during the night first thing in the morning they showed little concern and even appeared to be amused no apology was given ironically a card is left in each room with a quote from the dalai lama sleep is the best meditation what a joke,VADER
72,1,0,1259,when i got to the hotel i was amazed by the beautiful modern and clean smell of the lobby that image was destroyed when i got into the room the carpet was filthy full of stains and the humidity smell was awful the ac did work which made the humidity worst i was changed twice to different rooms but the problems were the same at midnight one of the front desk guys came and advised me they did have any ac i finally quit and tried to enjoy the stay peter from the front desk was very helpful and nice to even gave us good recommendations to enjoy the city which we loved despite the hotel rooms breakfast is varied and good restaurant food is delicious expensive though,VADER
73,1,0,1280,the staff could not have been nicer but this hotel needs work our thermostat in our room and for our shower did not work the thermostat might have been fixed by a battery but the staff were not given the ability to execute any repairs we were given a fan and moved to a new room the next day the new room worked but it had a moldy smell the grout in the bathroom needed a good scrubbing there are no top sheets and only one outlet for charging the breakfast were included and very good i felt that the staff had their fingers in the dike trying to keep the hotel together,VADER
74,1,0,1297,the staff was very friendly and the breakfast choices were great that where it ends the rooms were run down with stains on the carpets cracked tiles in the bathroom old and stained sink and beds absolutely disgusting the price per night was crazy at per night we shortened our stay from to night and checked into a local marriott hotel instead at half the cost,VADER
75,0,1,1376,top notch hotel with very good service rooms business centre and breakfast a little out of town but no issue if your not afraid of walking or taking tubedecent gym and spalarge selection of continental food at breakfast including chinese breakfast options,VADER
76,1,0,1423,room through a maze of corridors no offer of help with luggage reception rather disinterested room has very thin walls currently listening to guy next door talkingno windows open as very stuffy from am has been noise of trollies skips being loaded and moved incredibly noisy sounds like bin lorries or similar for hoursroom must be over kitchens as smells of breakfast cooking from ok but not the cleanest literally an inch of fluff and dust on side lights above the bed are filthy furniture tatty and marked general all a bit run down and scruffy dated and dingy,VADER
77,1,0,1435,first thought as i walked in was is this an old people home not up to date quite shabby beds comfortable majority of staff were quite rude not worth euros for two nights per family breakfast was cold and an amazing hotel would stay again definitely not a four star needs re checking,VADER
78,1,0,1469,room through a maze of corridors no offer of help with luggage reception rather disinterested room has very thin walls currently listening to guy next door talkingno windows open as very stuffy from am has been noise of trollies skips being loaded and moved incredibly noisy sounds like bin lorries or similar for hoursroom must be over kitchens as smells of breakfast cooking from ok but not the cleanest literally an inch of fluff and dust on side lights above the bed are filthy furniture tatty and marked general all a bit run down and scruffy dated and dingy,VADER
79,1,0,1481,hotel is situated in center and metro is not far away minutes but neighborhood is big problem drug edicts pickpockets jobless etc at evening armed security in front of hotel so recommend to order taxi to leave and return to hotel we were warned each tome from taxi drivers to be careful in that part of is ok but not enough tables for all guests cue for elevator as it is small and there is only are old dusty and carpets are full of stains beds are comfortable units are silent so it is possible to sleep if you leave them switched is ok with hairdryer but we were missing liquid soap dispenser was empty for all safety deposit box in all rooms some have some not that was a problem,VADER
80,1,0,1492,we stayed for our first short break as a couple the room was clean and nice not one english channel on the tv to have on while in the room the pool area was lovely as for the hotel reception staff we found them rather rude as we booked our booking on booking com and booked it at and had to pay as they put on street tax wen we got there and we were not informed of this via email there was also a taxi strike wen we were there and the hotel did inform any of the guests about the situation it would have hurt to put a notice up in the reception area the hotel is miles away from any amenities and barcelona we found was very expensive as it was euro in a taxi to most places,VADER
81,1,0,1531,first sheets are dirty second i found bugs on bed which made me stay up and not have a metro goes under the hotel so it like the sound or the shake of it can easily be felt till late at night and early morning i do not recommend this hotel you can have better for the same price and same area,VADER
82,1,0,1564,my wife and i were booked for five days at this hotel because it was the conference venue for an event at which i was speaking we were also sponsors of this event well our visit was a farce from start to finish largely due to this incredibly inept we booked months in advance and were relegated to a tiny room on the outside of the sixth floor as we were on the outside perimeter of the building the walls were slanted just under the roof as such it was very difficult for two people to move around in this small room and we had to do this for five nights even worse the bed was simply too small for two people i measured it to under cm my wife and i were constantly pushing each other over the side during the night we asked to be moved but the hotel apparently had no other rooms curiously a colleague booked a room at a remarkably better rate about a month before the conference and had a spacious room on the third floor with a big bed and two chairs she arrived a day later than we did i had to send some documents to the united states and needed a fedex envelope the reception said there was no business center but i should talk to the concierge the concierge referred me to the business center one flight down the business center said the fedex envelopes could be obtained from the,VADER
83,0,1,1572,really nice clean close to the center but little old i expected more it was a very expensive hotel it could have given more things to the are supposed to pay euros to use the gym so sad,VADER
84,1,0,1579,super expensive hotel and inflexiblenon smoking room smelling smokehalf a soap in the roomparking too far awayno breakfast before am without breakfast basketi do recommend this hotel it is abusing of its location,VADER
85,1,0,1598,i think this hotel is too pricey for what it offers it is placed in a very dirty and crowded zone the rooms look old and need updating the room assigned to me smelled like someone had smoke in and it is a was extremely noisy the hotel and outside super noisy all the time i do understand the prices we pay compared to the quality of the experience it speciallymakes me wonder who works there and if they can be trusted as they do not have respect for the comfort of guests the sheets had little wholes in many places the floor was scratched a lot i sensed a really bad smell in the halls one of the receptionists was cranky and moody when people requested things that do match what he wants but are normal people requests i sense some entitlement here that needs them to be reminded of who paying i mean if they ask for so much money they should care about people and listening to them i do need rudeness or crankiness if i paying for a service if you do like your job please change it i insist that the price is too high,VADER
86,1,0,1637,we stayed here nights in an ocean side room on the floor of those nights two were disturbed by an extremely loud concert nearby which made it impossible to sleep the first went on until am the second is still going on but it is am as i write this and the music is still playing whee if you value your rest this is not the hotel for you,VADER
87,1,0,1638,you can hear noise from next room walls are not sound proof location was the greatest to down town the rooms are not clean all the time very dusty the hotel breakfast was not good no variety,VADER
88,1,0,1639,i came to melia for a corporate event the was smooth and i was in my room about minutes after arrival first thing i requested was iron and ironing board it arrived quite quickly however the ironing board was about to fall apart and it was hard to iron on it corporate event rooms were for our arrival and were clean however there was not enough water provided lunchtime rather poor poor selection meals not tasty no tea provided just coffee toilets were dirty and unattended no toilet paper no soap i informed the reception about the problem it was later solved which i good selection as a tea drinker however i found that there was no hot water provided i had to ask staff separately that proved quite a challenge as some of the staff pretended not to hear me calling them and walked not impressed i would go back i would recommend,VADER
89,1,0,1657,we booked our room at the hotel through secret rooms and were promised a star hotel in a central hotel is definitely not star the rooms are very dated and small and are desperately in need of refurbishment what was supposed to be a double bed was singles pushed are a few positives the staff at the hotel are very polite and friendly the location of the hotel is excellent within walking distance of the beach and most major attractions unfortunately this does compensate for the hotels faults our room was cheap for the nights we stayed i would stay here again,VADER
90,1,0,1684,bad old value for qulaity wold definitely not go there again the staff was jjhghvvnm op b,VADER
91,1,0,1704,this is not a hotel they call it a guesrhouse if you are planning on booking for more than one night they do not service the rooms so be prepared to make your own beds dry your own bath towels and reuse wash your coffee cups if you make one in the room and ration the tea coffee etc supplied as it not replenished,VADER
92,0,1,1707,rooms are not very clean bathroom looked brand new kettle hair on sunday night but i knew that as it was mentioned on the web beer garden and sports bar next is included in murray s staff are irish you,VADER
93,0,1,1712,i travel a lot and normally stay at airport hotels the night before i leave for an early morning flight and this one met my expectations this trip i was with family it was a basic airport hotel nothing fancy but fit the bill we did not eat at the restaurant in the hotel though there were other hotels closer i did not want to hear airplane noise the shuttle ride was short just make sure you book it early to get a choice of departure times,VADER
94,1,0,1742,good things good location ner subway and la rambla quite cheap hotel bathroom quite fresh and they cleaned the room everyday friendly staff cons our specific room had a not so modern design with old furnitures and had not been renovated for many years also very noicy from the streets outside and the other hotel rooms not soundproof at all but this mainly bothered us during the weekend and not the weekdays when you use the bathroom there is zero soundproof for the rest of the hotel get what you pay for and we think it worked quite well since we wanted something cheap and central,VADER
95,1,0,1744,the walls are very thin and the staff is very loud the rooms are very minimal the water was off the first day we got here and the electrician did let us get much sleep into the next day there is no guide to calling the front desk in the rooms and when one person smokes in their balcony every room smells it keep looking there are so many better options in this city this just seems like a careless establishment there are better prices for better locations,VADER
96,0,1,1768,all we can say is very good service very good location excellent service from the staff we will come back again sometime but the bar closes way to early that is the only negative thing i have to say,VADER
97,1,0,1776,easy access to all the sights and temple bar shopping cathedrals castle but clearly not worth the price felt like a very low rate motel when there are plenty of other options in the area that are much nicer,VADER
98,1,0,1794,the hotel is an aging and quaint location it clearly needs some maintenance and they decided to do it right outside our rooms while we stayed there for over for days i like to sleep in peace and not be poisoned workmen woke us up on day one that day they painted in a gloss paint that had a fairly heavy odor my wife was affected by it breakfast was average and the staff attempted to be pleasant i suppose but for the money you can probably do better it was the only place in ireland we stayed in that was disappointing,VADER
99,0,1,29,i have to admit that i tried like crazy to cancel our reservation here at the last minute we had a devastating health diagnosis and the hotel which was refused to give us a refund that said we decided to go on our trip after all i have never been more impressed with a hotel or it s staff like i was with this location was perfect and i will never forget the kindness the staff showed me when i became ill i had an infected spider staff arranged for a to come to the hotel they sent me a tray with fresh fruit tea and a get well soon card they even had housekeeping change my bed all within a minute span of calling the front desk i was so ill that the lady from house keeping was changing my pillows as i was crawling back into my bed i remember her lifting my head and fluffing them until they were perfect they sent us dinner via room service at no charge never have i felt so pampered and taken care of i am ever so thankful for the kindness they showed me this is a perfect place to stay in the heart of amsterdam stars all the way,SVM
100,0,1,38,if you value your privacy make sure you ask for a room with a bathroom door we asked for a quiet room when we checked in we were given an inside room which i m sure would have been quiet but much to our surprise it had no door on the bathroom it never occurred to me to ask for room that had a bathroom door i can t believe that anyone actually would want such a room staff was very nice and they agreed to move us to a room with a bathroom door but that room overlooked the street which was very noisy we were embarrassed to ask for another change in rooms i m sure the hotel is very nice and staff is certainly very nice but our experience with the bathroom door and noisy room clouded our whole experience,SVM
101,1,0,46,stayed here in and staying here again will not return from management to front desk staff it been a poor experience it not the same they keep apologizing and sending stuff up to the room i need more action less gifts not letting my mother into her room after i specifically asked the front desk intern to add her name to the room at was and is unacceptable especially on a hot summer day management or leads do not help the situations i would list them by name but i will not several situations have occurred since i am not happy please also note most staff are interns but i honestly think it management issue best to all of you who decide to stay it really unfortunate,SVM
102,1,0,82,we stayed at this hotel before our cruise guests with rooms for two nights a significant investment we went hotel directly from our international flight we knew check in was til later afternoon but hoped for a place to freshen up a bit it was like for us we returned to the hotel at and for our family with rooms we only had ready at we were late for our pm reservations to sagrada familia and no one seemed to care others were waiting for rooms also by sleeping in the lobby i not sure how difficult it would be to have enough staff to get rooms turned around more quickly especially for that first night after international travel the hotel is beautiful loved it and the rooftop area i wish i had felt more cared for in the check in process,SVM
103,1,0,88,location is good rooms are clean although on the small size however the beds are not too comfortable and the noise from the pub downstairs is unbearable in other countries this place would just not get a licence as a hotel we would recommend travellers to keep off this noisy place,SVM
104,0,1,118,overall a good experience location is great and the concierge was very helpful and recommended excellent restaurants the first drawback was they put us in room and it was very noisy it was as if the window was wide open even thought it were closed it was a very active party weekend in the city so there was no way to sleep with the noise we requested another room which they provided with no question i feel from their response that they know these are a noisy block of rooms and they anticipated the room change request also we had drinks in the bar a few evenings and the services was slow no refill requests from the waiter and we had to hunt him down to pay the bill but generally a good hotel and we wold stay there again,SVM
105,1,0,131,if you request a standard deluxe room newly updated you will love the balcony hotel pere iv has no bellman to assist with luggage and taxi it is very hard catching a taxi at this location especially with no staff assistance yes of course free wifi but the connection is extremely front desk staff is nice but they are not trained correctly especially planning reservations for brunch dinner etc with the wifi hardly working the front desk staff wifi works just as slow beware,SVM
106,1,0,223,the hotel is very old like a bit of a haunted house the staff is very friendly helpful the rooms are very nice but big problem we saw a baby rat in our room the vibe of the hotel is amazing old type hotel i wouldnt stay there again,SVM
107,1,0,241,first impression of the room was cool but the you start finding how dis functional the room really is there is no privacy from the bathroom to the rest of the room glass see through door and wall it was good for watching tv from the a very small mirror in cupboard to check your bathroom sink is in the bathroom it in main room but no mirror and no power point for hair straightener or electric shaver etc the power point is at the desk bellow the tv with a very small makeup poor lighting in the room which made doing makeup back and neck from bed and things were the staff were very friend helpful nespresso coffee in the room was a very nice to tram was great but next trip i will stay closer to city it was a little bit far out if you need to drop shopping off or get changed before going out for the area of vondelpark is beautiful in every way but more suitable for relaxing people rather than party people,SVM
108,1,0,273,terrible customer service my family stayed there as part of our tour when checking in they misplaced a batch of our tour group room key and blamed someone in the tour group took the key however the keys were found behind the counter and they did even apologize rude customer service as well when asked please be aware that some rooms does not have,SVM
109,1,0,346,this hotel is in a great location but they have a lot of problems connecting online payments and paying at the hotel i paid double at the hotel and online and nobody wants to refund me even after they promised they would i am really disappointed,SVM
110,1,0,365,the place maybe was luxury and presidential in other times now in you have to pay if you want wifi in the room ok the hair dryer was from too and the toilet didnt work we arrive at the hotel to do the check in and the staff was very unpleasant with us to do the check out we arrived hour late and they want to make us to pay the extra day only for hour late we understand that we were late but euros only for hour and the negative attitude to make possible understand our position was very unfear unpleasant and disappointing we have to come back in days in this hotel because we have already made the booking but i dont think that i can change my mind about them we dont recommend this hotel not at all to anybody i hope my experience was helpful to everybody i can assure i will never come back,SVM
111,1,0,366,picked as a relatively inexpensive option for one night prior to flying out of dublin so just looking for a basic place to sleep in a convenient location expected it to be noisy given the busy street did meet these expectations however a fresh coat of paint everywhere and a new mattress and pillows with even a bit of fluff to them would greatly improve the quality of the stay mattress was so saggy and lumpy that we could only sleep on the edges of the bed and pillows might as well have been folded blankets stuck in pillow case triple glazing on windows would also help,SVM
112,1,0,399,this was my trip to barcelona and this is my personal experience i have been in hospitality management for over years i am always willing to bend break the policy when it comes to legitimate human life issues of my i prefer to cultivate a relationship based on trust and return business with my clients on july we had a family emergency but even after explaining the situation were denied a refund for the nights stay on the that we could not use as we had to fly back home to on this personal experience when i return to barcelona in i will book elsewhere,SVM
113,0,1,411,pay the additional charge for a view of the parthenon on the acropolis from your room each night when i rolled over i could see lights on the parthenon it looked like a painting but it was actually my hotel window worth every penny hmmm the rest of the hotel a little dated but they do a good job keeping it clean and modern bathroom was luxurious with thick towels and strong water pressure breakfast buffet was delicious,SVM
114,1,0,423,perfect location for business area in the telecom industry but so far away from business world class standards to host important guest for meeting room high standard gourmet meals and on the palace is not so clean and quite for business travelers that regular to hotels,SVM
115,0,1,431,this hotel is amazingly cheap for what you get the rooms are not fancy at all but they are clean enough and there is air conditioning even if it turns off when you leave room however the location right in the plaka district and close to the acropolis were phenomenal the rooftop of this place was so amazing that we did not even feel the need to go out at night we simply drank wine and beer on the roof and watched as the acropolis lit up at night,SVM
116,1,0,449,the floor boards in the room were broken there was a bit of a funny smell there was free wifi it is located by public transport so getting in to the main part of town is easy the breakfast was not like you would get in canada or the usa ie it not like a continental breakfast i stayed here as part of a tour if i go back to amsterdam i will not stay here,SVM
117,0,1,517,the cleanliness and service of this hotel is awesome we stayed at room the room beside the elevators you could hear some noice but not that much the curtains could have closed the window much more better perhaps an idea to use some rollerblinds in between the curtains and the window,SVM
118,1,0,549,we stayed for a long weekend break our room was on the rooftop which was lovely bar the unclean jacuzzi which we could really use our main issue was that someone had been in our room on more than one occasion we had been out during the day our room had been cleaned with fresh bedding and toiletries lovely we then came back after being out for our tea and someone had been in our room and looked through our suitcases and bags this made us feel very unsafe and paranoid the second to last day when we came home after a day out touring the city the had taken one of our keys which we kept in the electricity port to keep the room cool with the air con our bags had been moved again when i asked reception why the key had gone she replied it happens sometimes i sure this should not happen at all i never been in a hotel where the cleaner or anyone else takes the key and you had your bags rummaged through we did eat in the hotel or use the bar the room was alright but we probably would stay again,SVM
119,1,0,597,the honest of the assistant service personal is questionable i lost an important mount of money of my room and they didnt anything to find it i make an pólice report in the pólice station and i waiting the results,SVM
120,1,0,624,the hotel has free wifi and is located in one of barcelonas most busy streets a short walk gets you to great restaurants as stores and that about it the room was really small having a suitcase got to be a problem we had to place some of our luggage in the bathroom the bathroom contained some hair from other guests and god knows what else the elevator did work the tv had three spanish channels and the breakfast cost extra perfect since the room did offer a simple do not disturb sign it was easy for the housekeeper to wake you up at to tidy your room next time no thanks hotellet er plassert sentralt i barcelonas mest travle gate gåavstand til butikker og gode restauranter gratis wifi der stopper det positive kun spanske kanaler på små rom uten plass til koffert eller sekk sekken måtte for øvrig plasseres på badet badet inkluderte hår fra tidligere gjester heisen var i ustand og alt dette til tross for en vanvittig høy pris for rommet i tillegg manglet enkle ting som et ikke forstyrr til døra pga dette kunne man raskt bli vekket kl noen skulle vaske rommet neste gang nei takk,SVM
121,1,0,702,easy access to all the sights and temple bar shopping cathedrals castle but clearly not worth the price felt like a very low rate motel when there are plenty of other options in the area that are much nicer,SVM
122,0,1,776,very good hotel i would rate it stars if the wall wasnt so thin u can hear every single world happen next rooms and specially if you are in the ground floor in addition there is no refrigerator in rooms,SVM
123,1,0,799,motel one is far from the city centre and top attractions the central station is very far top attractions and canals will take you around minutes by the public transportation staff were rude no bath available just shower no iron or british electricity adaptors were given rooms were too small keep your passport and money in safe place as no deposit safe was there it is simply a motel not hotel i misunderstood the motel facilities due to reviewers comments and i made a wrong decision if i will be going to amsterdam again i will go for another option,SVM
124,1,0,823,noise from other room is so big that i could sleep well every some water that where it came from are all around my shoes so my new shoes from barcelona became wet two things above was bad but other things about the hotel was good,SVM
125,0,1,836,i booked this hotel mostly based on price and location we were in dublin for the concert and visiting the city for the first time so i wanted something affordable yet centrally located so we could get where we needed to go without spending too much on taxis the hotel was great there are four of us two tall teen boys in tow and i wanted to be sure we were stacked on top of each other i read reviews of the family room in this hotel and hoped it would live up to our expectations it did and then some upon arrival we were told it would be another hour before a room was ready fine since it was well before scheduled check in i pause the review here and note to first time overseas travelers from the us that flights arrive in the morning but the hotels are always able to accommodate you until their scheduled checkin no matter how high priority you have in a rewards program getting angry at the hotel staff for this does no good and just adds to the reputation americans have of being arrogant travelers we saw this again upon arrival at this hotel americans angry that no room is available at am checkin is clearly noted as pm if your flight arrives at am and you want to be in your hotel at am you need to book it for the night prior if you can not do that then do,SVM
126,1,0,861,for being a hilton hotel you expect high and good service when the prices are that high forgot our orderlazy in the barservice remote did worktook the freedom of giving us the most expensive alcohol in the drinks without askinggave us the wrong billthe staff were friendly but should maybe have a lesion in hotel service not worth the visit,SVM
127,1,0,902,the temperature outside is and there is a tiny window in a room for four if one person takes a shower the room is too warm if two take a shower it a sauna for the rest of the night i have encounter the little window phenomenon throughout ireland but his huge monster of a hotel is hot throughout sleeping happens after he room has cooled down around stick to airbnb most homes and flats have actual portals to the outside air,SVM
128,0,1,918,we came to the hotel at when check in is at was told that there are any issues with our room so we went for lunch and came back at room was ready on time was asked to come back at we are busy was the explanation we got nothing alse we thought that it should be reasonable to have been compensated for that but did ask for nothing i think that when paying this much for a star hotel they have to do more to make your customers happy when you messed up i sure that if i did check out on time i would be charged for it and so if my room was ready on time the same rules should apply,SVM
129,0,1,942,i stayed with a group of teenagers with a travel company and i was surprised how calm the atmosphere was in the hotel the reception wanted us to fill out paperwork to figure out the tourist tax when we were trying to get our group settled and organized in their rooms but they let us come back later and figure out the bill the rooms were always cleaned well and the reception put in a call for me and called a taxi for me when i needed to go to the thought that there would be more craziness since it close to la rambla but it was quite the opposite i ca say that i felt unsafe at any point but there were some weird people outside i feel like that is almost everywhere near the city center but i think it important to note if you stay there i never felt unsafe but the people were strange also please note that the download and upload speeds are very slow if you need to upload download or transfer files on business then you might want to consider another hotel i had to try uploading pictures through dropbox and it would take an hour instead of which is the typical time for the amount of files i was working with at the time,SVM
130,1,0,947,this would have been good for a hotel but not for hilton top of the line we stayed for three nights and the experience was a let down two nights there was no turn down or attention to the room the concierge service ranged from outstanding to i ca be bothered but the front desk was outstanding two out of three breakfasts were terrible the buffet items were outstanding but after seating and the initial coffee the wait staff had to be called they never would come back to check to see if we needed anything that was not on the buffet i felt they may have been shunning staff at lemuel bar and lounge generally did a good job,SVM
131,1,0,1102,the only good thing about this hotel is its location rooms are very small and becomes congested if you have even a little luggage very few options for breakfast wifi was bad especially in the floor,SVM
132,1,0,1111,the beds were decent the bathroom was worn with rust and discolored tile grout but it was all functional and very important for us well working ac the wifi however was painfully slow a limit of only devices was certainly an issue for us as we had to take turns getting on it,SVM
133,1,0,1154,the only pleasant part of our stay at hotel adagio was the location the room temperature controlled by the front desk for each floor was inconsistent and set in either extreme the wifi was spotty and never reliable which caused an inconvenience for travelers relying on that for access to maps etc the lobby and part of the hotel always had a very unpleasant odor and because of this we never cashed in on our complimentary tapas as to avoid sitting down there for a long period of time to top it all off we got home from vacation and realized we have beg bug bites all over again the location was great but i would recommend looking into other choices close by,SVM
134,1,0,1157,i travel a lot and stay in a lot of hotels that carry stars unfortunately in my opinion herbert park is at most when i moved into my there was silicone falling off in pieces above the mirror in the bathroom the wooden panel that covered the bottom of the tub was splitting and paint was chipping the pillows smelled in one of the hallways the wall phone was hanging by the wires etc i was moved immediately to a different which was little better but still faced the same issues i do have to give some credit to the staff everyone was friendly and the cleaning staff was superb all rooms need a face lift or a star needs to go,SVM
135,1,0,1183,no longer a doubletree hotel very disappointed with this hotel it is modern in design but lacks character we found the front desk staff to be rude others in the hotel ranged from pleasant to unpleasant charge daily for parking and breakfast is euro it is away from city centre so you will need to take transportation into the rest of dublin a bus stop is outside the hotel but the staff was not at all knowledgeable about the routes rooms were hot and had poor ventilation there was a portable air conditioner in the room but it did not perform well enough to cool the room even opening the windows would not bring in enough cool air,SVM
136,0,1,1202,the hotel is very well situated the room was nice and simple with a big smart tv and the staff was great however i was disappointed with my poor late night dinner ordered some pasta with tomato sauce but they tasted really bad,SVM
137,1,0,1213,i made the booking at athens lotus hotel and mentioned that we will arrive by am from the airport however we arrived and they informed us the hotel full and they can not give us the room until pm we are honeymooners and did sleep since two days arrived the hotel so tired but unfortunately the receptionist was a bit tough and she could show any kind of helpful no sofas or any place to have short nap we were extremely tired so we slept at the chairs at the lobby few people checked out front of our eyes requested to have their rooms but they refused the first day in greece and the first hours in athens was as expected because of them were planning to have some rest and go around the city afternoon but they destroyed everything up for us,SVM
138,1,0,1340,very disappointed to have had such an experience when you pay around the rooms are new and a confortable bed and big the room service is very good level and people very kind the plates could be more elaborated for a they remain very the breakfast is the service must be ameliorated you must run to have your coffee and your bill to in this category of are supposed to serve you the orange juice too the room cleaning service is a real disaster due to which i would never suggest this hotel or come back pillows which smell floor not cleaned coffee which is absent paper absent people who enter to the room despite the privacy laber put outside too many mistakes for a hotel of such a category very disappointed,SVM
139,0,1,1354,location one block over from sagrada quiet supermarkets restaurants and pharmacy design of hotel limits noise outside rooms center space separates sides of corridors small bistro offering food until late staff staff staff amazing cons not suprising for ibis hotel though no kettle in the no safe in the room,SVM
140,1,0,1407,shame they did not warn these young people in a graduation came at to and they charge thème an additional night absolutely unfaithfull way to make money on the back or young and unexperienced people do send your kids,SVM
141,0,1,1411,me and my family staying here for night we wish we could stay longer but the hotel is fully occupied we experienced very good service and at the same time very bad service during joana was very helpful she showed us our options in our first night we orders room service we were very disappointed with our room service our club sandwich was missing tomatoes bacon and very little lettuce it was basically only cheese and small meat in bread our pasta was missing parmesan it our chicken sandwich was good fausto was very helpful during this issue and made us feel like proper next day we had called at times to have our room serviced returning after the beach at to find our room still very dirty was the worst part of our after we called again it still took hours to have our room clean at that time is was already maria was very helpful with delivery our ice which we waited over minutes pool staff was always in the back room therefore it was hard for us and other guests to obtain towels and order we enjoyed this hotel we want to recommend this hotel although there are a lot of device to fix it seems like the ma agents and higher staff hide in the back while getting the interns and other lower staff to complete missed jobs,SVM
142,0,1,1493,our experience with the roger de lluria was generally consistent with the positive reviews on tripadvisor as my wife our two adult daughters and i were going to be in barcelona for only one night i wanted a convenient location in the heart of barcelona i was already familiar with the area having previously stayed multiple times in a nearby hotel this time i wanted a somewhat more elegant place and the roger de lluria seemed to fit the bill i booked two double rooms for a sunday night and requested twin beds high floor and facing the street on the friday before our scheduled arrival we decided to arrive a day early my daughter called the hotel and asked if there was availability the next day the answer was no but a few minutes later the desk clerk hakim called back to say they could provide two rooms for the first night although he warned they would be smaller and not as well located as the rooms we would have the second night unfortunately the price would be the same as for the better and bigger rooms euros per room per night but hakim said he would include breakfast for the first morning therefore even before our arrival we had a sample of the friendly and helpful service provided by the hotel staff and after our arrival there were other examples i had parked my car a couple of streets away see why below and asked if it was,SVM
143,0,1,1533,after doing on line check in on arrival on a hot day i had a room with no air con not feeling very well i asked the front desk if they could change room the lady apologised and moved me room the room was very clean and ideal the building work did impact as it is during day time location for work is great this is much better hotel than the sister doubletree hotel by miles and in a better location breakfast i was surprised as normally breakfasts in garden inns are not great this was very good,SVM
144,1,0,1550,i would like to firmly voice my disappointment and frustration with this sons were traveling alone to amsterdam for the first booked a reservation on july a week before their travel date directly from the website and received an email guaranteeing our my credit card company flagged it as fraud activity and put a hold on the contacted my credit card immediately and assumed that the charge would be of sending us an email to inform us of the denial the establishment cancelled our reservation once again without informing us of this event this left them stranded in amsterdam on the scrambling to find a hotel where there was availability for days as you know that is not an easy feat and the reason that we booked a week in advance they eventually had to take a lesser hotel with a higher a sad first experience for two novice travelers,SVM
145,1,0,1585,room was reasonable but not worth the and per night shoddy repair work throughout broken mirror covered up with piece of new mirror shower head moving in and out of the window could not be opened very much so the room was very could be best described as disorganised with large amount of tables left unclean after the previous park on arrival day there was plenty of space having returned day i was forced to park on street as the car park was full of match patrons as pay parking commences at i had to relocate my car the following morning at to the hotel car park which when checking out i discovered that they attempted to charge me for x car park stays at a cost of not a good example of a dublin hotel therefore i will chose a different hotel next time,SVM
