,label,index
788,1,"[5224, 2300, 1136, 6268, 7738, 4410, 5411, 5917, 5309, 3782, 5458, 8532, 2161, 2817, 2509, 3909, 457, 3683, 6741, 8800, 3458, 4331, 6244, 6977, 7738, 7615, 4409, 3458, 4601, 1885, 4198, 3070, 6678, 1263, 6244, 3410, 5105, 6130]"
789,0,"[5361, 282, 6517, 3458, 3104, 5533, 5917, 5307, 7884, 571, 5361, 1885, 6083, 6517, 5602, 5361, 1885, 8688, 4832, 5917, 3688, 2257, 6517, 4914, 3338, 7738, 5309, 2882, 1885, 6651, 5957, 2710, 3688, 4042, 2369, 5411, 637, 7151, 6277, 5361, 1168, 4279, 1604, 82, 4651, 5361, 5205, 3458, 1700, 7990, 3458, 5976, 5310, 6517, 5533, 3458, 1502, 6244, 3961, 7818, 8327, 1058, 7238, 5271, 6517, 6268, 1885, 7403, 6517, 3458, 3654, 5361, 2161, 3688, 8294, 5917, 3688, 9061, 277, 6517, 3458, 2369, 7990, 3458, 3458, 5733, 7990, 3458, 5976, 5205, 4176, 8684, 3458, 2257, 6244, 7818, 4936, 5361, 1885, 7879, 4409, 3592, 7738, 3458, 4914, 6130, 1018, 5361, 1885, 7238, 2990, 5310, 3458, 274, 6967, 3023, 6244, 3688, 9061, 277, 6517, 3458, 2369, 3688, 8343, 4518, 913, 5361, 7393, 6517, 4279, 3482, 8692, 3688, 269, 1486, 3939, 6967, 3683, 6244, 7118, 6517, 3458, 616, 1501, 2331, 3683, 6244, 7238, 7700, 5394, 3458, 274, 4106, 1718, 8692, 3688, 2257, 6517, 3688, 5297, 2300, 8125, 3458, 3104, 3024, 910, 4279, 3627, 3688, 2257, 8692, 3070, 3939, 3683, 3493, 8125, 8298, 2300, 7819, 1164, 6478, 3134]"
790,1,"[3458, 3104, 2300, 5774, 2810, 8976, 3683, 5774, 7238, 7393, 3458, 3104, 8692, 3769, 7755, 8555, 799, 4264, 3173, 3889, 1357, 3418, 5917, 4298, 4279, 1779, 3683, 5774, 5766, 1928, 6244, 4279, 5177, 8692, 7932, 7884, 3458, 8856, 5850, 8848, 7818, 1556, 5368, 4619, 6517, 6517, 3688, 3782, 4264, 2810, 176, 5458, 4264, 5309, 6895, 6517, 2659, 7738, 5324, 1117, 7980, 7738, 6398, 2810, 7775, 1434, 4055, 932, 1835, 6253]"
791,1,"[8298, 5774, 3688, 2810, 7403, 2300, 4071, 4279, 3458, 8160, 3458, 8404, 5774, 8800, 3458, 6268, 4264, 7748, 7738, 2810, 482, 3458, 4772, 7829, 799, 8518, 3100, 7818, 6244, 5924, 456, 7738, 7818, 4820, 304, 2056, 3589, 8671, 5030, 7818, 502, 3683]"
792,1,"[8298, 2300, 5774, 3688, 1202, 5911, 2300, 5883, 6517, 3688, 4410, 4331, 3683, 5774, 6177, 3290, 8692, 799, 4279, 3743, 1612, 5917, 3458, 4780, 7884, 3458, 8292, 3633, 1258, 4071, 3290, 8692, 799, 4279, 1138, 3688, 4410, 1434, 7738, 8532, 2917, 4279, 3458, 8292, 5361, 2161, 3688, 1817, 2257, 5924, 2234, 2369, 6244, 7941, 7818, 1556, 3961, 8923, 7818, 3024, 3394, 2257, 5924, 7336]"
793,1,"[5361, 22, 8222, 2234, 2257, 7990, 3458, 3104, 2300, 3458, 4331, 5774, 4410, 3335, 3338, 4279, 3458, 137, 8160, 2670, 7738, 3458, 7715, 9041, 5774, 3511, 2810, 1817, 3458, 2369, 6244, 482, 7109, 7238, 22, 5850, 5030, 7056, 6517, 3458, 2369, 5774, 5324, 3458, 6362, 6244, 22, 2836, 7738, 3456, 3458, 3512, 2784, 6517, 3458, 2300, 5774, 3394, 3458, 5130, 799, 1556, 3688, 4410, 7821, 4279, 3458, 2362, 7884, 5533]"
794,1,"[1540, 8547, 7738, 7818, 1556, 1375, 1756, 5917, 3688, 6915, 5924, 3458, 2300, 5774, 6517, 3688, 4410, 4331, 8692, 7089, 7738, 3889, 4279, 5309, 3158, 2910, 5361, 6322, 1138, 3458, 3512, 3747, 6967, 1540, 8547, 6244, 677, 7738, 7333, 4518, 6517, 7256, 3939, 5361, 1080, 7238, 2972, 2300, 6210, 169, 482, 1817, 756, 259, 6955, 7738, 6977, 3782, 8475, 4657, 1817, 1891]"
795,1,"[5361, 282, 8692, 6833, 7990, 2300, 6210, 3683, 6244, 3688, 221, 8559, 1183, 4279, 1247, 2300, 5030, 7884, 6454, 5917, 2234, 5217, 4279, 8624, 7755, 6210, 5774, 7729, 7990, 3458, 1931, 7884, 3458, 8292, 3688, 8343, 3338, 2917, 4279, 4410, 7089, 7990, 961, 5710, 2363, 7738, 5309, 3458, 8926, 3258, 3688, 8343, 3338, 2917, 4279, 1328, 7564, 7738, 479, 799, 4264, 8846, 4279, 3889, 3185, 5134, 5774, 3889, 1125, 4934, 3338, 2917, 5309, 3458, 2262, 2844, 4331, 4264, 3889, 1125, 5917, 3458, 2300, 3023, 5774, 3688, 8160, 2670, 93, 8926, 3271, 7368, 7109, 3458, 7504, 5774, 2412, 6244, 5224, 6967, 2950, 3851, 5361, 2161, 7728, 7738, 5296, 2881, 5145, 6319, 5361, 3094, 2216, 4279, 3688, 7541, 4298, 2369, 4055, 3688, 756, 7738, 9061, 2555, 7504, 7941, 4279, 7899, 3791, 2718, 7738, 4477, 3458, 3654, 3327, 3458, 1830, 8152, 6244, 4087, 6270, 7738, 7595, 2494, 4279, 2742, 5361, 7896, 8692, 3688, 8517, 2369, 7109, 143, 7038, 3458, 7541, 4298, 2369, 5361, 6322, 7238, 5521, 7738, 3683, 6322, 7238, 967, 3688, 4812, 3983, 5458, 1299, 4176, 3558, 6268]"
796,1,"[2576, 7315, 7818, 8725, 8298, 2300, 3458, 3782, 5774, 3147, 7738, 2810, 3456, 5309, 7172, 3458, 8164, 9004, 7738, 3458, 6268, 4264, 7915, 482, 1400, 7738, 6912, 3458, 4271, 7738, 4772, 4264, 4410, 7818, 3024, 2257, 5924, 7336, 6517, 3458, 2012, 3023, 4264, 3688, 9094, 4430, 3909, 7818, 2551, 3458, 2300, 1080, 4154, 4279, 967, 3683, 3688, 7100, 5991, 3688, 7022, 8294, 482, 3458, 5130, 7504, 5361, 8255, 4279, 8789, 3458, 5130, 7109, 7238, 8878, 4684, 3023, 6244, 1859, 3688, 5830, 3332, 4040, 3458, 5130, 8060, 3458, 7504, 971, 3683, 6244, 1093, 3801, 7884, 7623, 7738, 4413, 3688, 5165, 5917, 7755, 4445, 7667, 2010, 5917, 3458, 3747, 7738, 3209, 4176, 4279, 7094, 4498, 3458, 8237, 6517, 2234, 2369, 6244, 3683, 6244, 1156, 5074, 5361, 1885, 6517, 6277, 8237, 6244, 2492, 6517, 4733, 3688, 2300, 3458, 6204, 6517, 1540, 2369, 6244, 3159, 7738, 1080, 7238, 2149, 8532, 4409, 1019, 6616, 3511, 3458, 1579, 6302, 7884, 3458, 2369, 959, 799, 8953, 3458, 2369, 4279, 8878, 7755, 6325, 7932, 4279, 3458, 616, 7738, 7932, 4279, 3458, 3999, 7504, 5074, 7403, 5030, 7884, 2474, 6244, 1579, 5030, 3458, 8237, 1080, 7238, 5621, 4279, 3458, 616, 6002, 3683, 3815, 1156, 5309, 3458, 8671, 7755, 622, 6157, 8878, 4430, 7667, 8687, 910, 5226, 3458, 2300, 5774, 4410, 7738, 7818, 3024, 8901]"
797,0,"[4370, 4279, 927, 4409, 3688, 1022, 8039, 3217, 2161, 3688, 6977, 8671, 7738, 3688, 1202, 3747, 6517, 3458, 2623, 7056, 6244, 4410, 5620, 8692, 8298, 2300, 3683, 6244, 3458, 4629, 3178, 3747, 7884, 1540, 1542, 7308, 1885, 5361, 7238, 6277, 1744, 5917, 2234, 2866, 2183, 4611, 3592, 5361, 3024, 584, 352, 4498, 5361, 6053, 6741, 4279, 1556, 3688, 7262, 2369, 7738, 3023, 6244, 7306, 7262, 5310, 3683, 4055, 3458, 6741, 1928, 1841, 6517, 3458, 2369, 3683, 6244, 1461, 1523, 4279, 2485, 3458, 7814, 4747, 7667, 6244, 5394, 3458, 2034, 3458, 4629, 1891, 4279, 1841, 2234, 2491, 7667, 6244, 8782, 7355, 3458, 4011, 2828, 6739, 4321, 2879, 3961, 2311, 6035, 4651, 5361, 6690, 5310, 8298, 5458, 6760, 4279, 3034, 4176, 3909, 3683, 3046, 3985, 7667, 6244, 3688, 412, 2034, 4279, 1541, 3458, 5078, 7738, 3688, 5602, 2100, 6430, 3688, 8343, 7653, 5917, 2234, 2369, 6244, 3688, 8300, 7884, 274, 954, 8298, 457, 3458, 1542, 1192, 6463, 412, 7667, 6244, 5247, 8692, 3769, 2300, 1614, 8590, 7932, 7884, 8298, 7360, 2413, 7738, 8692, 3458, 6968, 4409, 3458, 1320, 2234, 2369, 6244, 1982, 4055, 3826, 4753, 5917, 1164, 3826, 2696, 7667, 5458, 1532, 6322, 7238, 3030, 3458, 7734, 7884, 2553, 3094, 3688, 5008, 6833, 8581, 5074, 5361, 1885, 3023, 5361, 1815, 932, 2656, 4279, 6478, 4055, 3961, 6377, 4282, 5458, 1058, 7238, 196, 3023, 4264, 882, 7884, 7755, 7368, 6517, 5533, 5309, 7884, 2234, 5217, 1189, 4370, 4279, 5533, 282, 7990, 7755, 7368, 3909, 1885, 7990, 3458, 2376, 9059, 733, 7738, 2161, 6446]"
798,1,"[2810, 3456, 3782, 8156, 7738, 7151, 8294, 3011, 5809, 4239, 2076, 2234, 7718, 5850, 2369, 5008, 82, 4071, 4279, 3926, 3458, 5345, 6244, 5830, 3290, 4279, 7377, 2234, 609, 3458, 2798, 4417, 7738, 3511, 3458, 8160, 1885, 4071, 5394]"
799,1,"[6833, 6517, 8298, 1136, 2300, 3782, 2810, 3456, 7738, 2836, 8465, 482, 7738, 2810, 1797, 8614, 4409, 7583, 7738, 5008, 5497, 5636, 5917, 8160, 2744, 2917, 4279, 1814, 5134, 3024, 2257, 7336]"
800,1,"[8298, 2300, 5774, 2810, 8613, 7738, 5361, 8725, 3458, 7504, 3458, 3782, 4264, 5309, 2810, 4609, 7738, 1556, 4880, 3606, 5533, 8692, 3458, 5457, 5230, 7738, 4264, 2990, 4279, 4076, 3909, 2300, 6336, 7819, 2187, 8125, 3688, 1818, 3219, 1022, 5917, 5309, 3458, 3782, 7738, 6478, 1189, 7595, 7094, 4321, 7884, 7367, 2034, 4279, 967, 2234, 2257, 1434, 7775, 5774, 3765, 4661, 3688, 3086, 7738, 4421, 1183, 4279, 3373, 5309, 6734, 5361, 3024, 3062, 8901, 8298, 2300, 8692, 3688, 2257, 6517, 5533]"
801,0,"[3458, 2300, 5283, 5774, 594, 3939, 8692, 3458, 2369, 654, 4279, 910, 1665, 5374, 5144, 1408, 7738, 3961, 1434, 1788, 8692, 8298, 9059, 8856, 1513, 7238, 3456, 3782, 7990, 5309, 8532, 479, 7818, 6224, 4769, 6027, 7884, 3512, 1175, 6517, 1020, 7818, 327, 8901, 8298, 1891, 799, 1556, 3410, 2300, 6517, 1830, 7884, 6336, 8671, 4292, 622, 3909, 8377, 4287, 3458, 7885, 3782, 5774, 3458, 8856, 1513, 2784]"
802,1,"[1217, 6430, 1375, 5876, 2670, 6277, 1501, 7905, 482, 2836, 3782, 9052, 2369, 4409, 8454, 4298, 4055, 4410, 7615, 5361, 4629, 2161, 8674, 7738, 2046, 7403, 2836, 3782, 5537, 4906, 8624, 6517, 5850, 713, 2369, 3688, 7869, 4997, 6676, 6234, 2670, 7109, 5361, 1885, 2990, 4279, 910, 1168, 4279, 8624, 6517, 4906, 6495, 4279, 6769, 5809, 6378, 5424, 4321, 3458, 4475, 8060, 4331]"
803,1,"[4410, 2300, 8613, 4331, 7403, 3782, 5493, 4601, 756, 3062, 8901, 3683, 7738, 2810, 5850, 6268, 5361, 2161, 3688, 6826, 7667, 2478, 4321, 4279, 3458, 71, 7667, 6244, 2810, 7403, 5661, 5774, 1375, 3688, 2917, 8085, 7667, 5774, 3511, 5008]"
804,1,"[2810, 5008, 2300, 6517, 3688, 6977, 4331, 7818, 8407, 3458, 1412, 3909, 5361, 1885, 6651, 3688, 8343, 2817, 6741, 6967, 5361, 2161, 5992, 8588, 3458, 2300, 1021, 1387, 2369, 6244, 5224, 479, 3688, 2817, 1053, 7109, 6244, 2810, 482, 7738, 5850, 4055, 7056, 5384, 5582, 756, 6244, 3511, 5224, 4055, 3688, 5008, 6932, 7109, 2810, 589, 3909, 4409, 2234, 1285, 8369, 3683, 2161, 4880, 637, 6428, 4279, 3688, 5677, 413, 6967, 8298, 6244, 7932, 7884, 3458, 6701, 4279, 7628, 3458, 2300, 7818, 6322, 7238, 7395, 7022, 5030, 7884, 8298, 1830, 7884, 8727, 3782, 2810, 5008, 7738, 2836]"
805,0,"[7818, 6244, 8639, 5991, 8692, 815, 5361, 6053, 2810, 5221, 5893, 4348, 6244, 1168, 4279, 8581, 5917, 3458, 2193, 8074, 6130, 4997, 8687, 7083, 3458, 6083, 4852, 4409, 3458, 2369, 137, 4279, 4176, 799, 8687, 7595, 7083, 3458, 375, 7884, 3458, 7728, 3580, 2710, 3458, 7728, 4626, 6517, 3458, 156, 5539, 3458, 5901, 7738, 6187, 5478, 3747, 5368]"
806,1,"[4410, 4331, 6268, 7990, 2056, 482, 274, 3782, 7573, 4279, 1074, 3688, 2856, 1484, 4594, 7474, 5394, 2808, 5438, 7884, 274, 3782, 6035, 4328, 3046, 2937, 4618, 6244, 5224, 1434, 6244, 22, 5008, 6805, 6244, 4410, 7738, 6137, 7884, 133, 546, 4661, 3782, 1885, 4410, 6822, 4651, 6947, 7109, 7238, 6517, 2031, 1566]"
807,1,"[765, 4188, 5533, 22, 5774, 3458, 7941, 1891, 4279, 2257, 4651, 3606, 5533, 7238, 4629, 5774, 3683, 6517, 3688, 4410, 4331, 7109, 3458, 3782, 5774, 2836, 1264, 7738, 3011, 3458, 6268, 4264, 8173, 5850, 7915, 7738, 482, 3458, 1434, 5774, 6671, 7738, 4421, 2998, 7738, 4855, 4264, 546, 5309, 5901, 7738, 3458, 9059, 5774, 2589, 3023, 5774, 3511, 3688, 5582, 6376, 3688, 7908, 2031, 2546, 1954, 6203, 8309, 3688, 3422, 3070, 478, 7719, 7738, 932, 7503, 2808, 8719, 479, 5361, 967, 3683, 2056, 4279, 5533, 8298, 5774, 959, 5361, 4820, 2257, 7738, 7818, 3024, 8901, 8298, 5555, 4279, 8029, 3909, 4820, 910, 1135, 3023]"
808,1,"[5074, 3256, 7990, 3458, 6035, 5863, 7818, 6244, 5998, 7990, 8298, 4331, 6244, 2718, 3458, 45, 7738, 6244, 2563, 841, 8692, 3458, 3259, 5361, 5462, 7738, 3458, 1891, 6244, 2219, 1258, 5458, 1885, 1168, 4279, 3786, 3458, 1639, 7884, 3458, 8974, 1885, 2589, 7738, 3458, 8935, 9059, 8692, 136, 6244, 4410]"
809,1,"[3458, 2300, 5774, 6517, 3688, 2810, 5008, 4331, 8692, 3889, 8060, 8160, 3458, 3782, 5774, 2836, 7738, 3023, 7718, 5774, 2810, 5008, 3458, 2300, 5774, 2810, 482, 6967, 5774, 3458, 2369, 7738, 3458, 642, 3458, 1503, 7884, 3458, 2257, 5774, 3688, 4410, 381, 8692, 3458, 6374, 7818, 7395, 8298, 2300, 932, 5224, 6583]"
810,1,"[5361, 3961, 6852, 8298, 1817, 2300, 4629, 1556, 4763, 5361, 2520, 4279, 1841, 7990, 5083, 4763, 4279, 3683, 5008, 4331, 3338, 2917, 5917, 7564, 7738, 1261, 391, 5008, 82, 6517, 3458, 4772, 5361, 5463, 3458, 2343, 5008, 1434, 6517, 3458, 3654, 8103, 2161, 3688, 697, 4055, 3688, 1202, 4820, 7628, 5924, 137, 8671, 6517, 8]"
811,1,"[502, 8298, 1891, 4410, 1434, 4410, 2369, 4410, 4331, 6130, 4410, 3782, 5130, 6244, 7403, 6130, 5458, 5145, 4176, 4055, 3898, 7884, 4410, 593, 8692, 3606, 7738, 9052, 6517, 5533, 574, 58, 2574, 5767, 4772, 93, 5176]"
812,1,"[7238, 5221, 7990, 1461, 8692, 3458, 8369, 7818, 282, 7109, 7818, 502, 3458, 2300, 3683, 1080, 910, 6495, 4279, 6769, 3458, 4448, 5278, 4126, 8118, 1164, 6845, 7109, 3458, 3782, 4264, 1259, 7738, 1556, 7941, 7718, 3458, 6129, 5774, 7912, 3458, 5407, 6244, 3688, 1976, 7738, 3023, 1885, 6188, 2509, 8125, 4691, 3458, 5407, 6517, 3458, 616, 5883, 4279, 3688, 1081, 3133, 7738, 4691, 3688, 2817, 4120, 5394, 3458, 156, 6277, 799, 1058, 1556, 4279, 65, 4409, 3458, 4120, 479, 799, 1556, 3688, 434, 7884, 5502, 6517, 3458, 6945, 7884, 3458, 8369, 3683, 2161, 3458, 8856, 5850, 9075, 7818, 5368, 4619, 4409, 3683, 6244, 6277, 7693, 6130, 4279, 1556, 3458, 4022, 4074, 7729, 5876, 1540, 4747, 7818, 8407, 1540, 5677, 6826, 7738, 3909, 3458, 2300, 2161, 3688, 3458, 9059, 8692, 3458, 2369, 3458, 9059, 8692, 1434, 7738, 3458, 1412, 3909, 3458, 7735, 6517, 3458, 4022, 4074, 4264, 6841, 3290, 4279, 2901, 3458, 2963, 2315, 7884, 3458, 4074, 6277, 799, 1556, 4279, 1138, 7901, 5917, 5976, 4279, 6960, 1119, 6596, 7738, 3458, 3070, 7719, 6244, 6277, 8334, 3909, 7818, 9069, 3683, 7315, 7738, 8033, 1540, 2546, 7499]"
813,1,"[282, 5924, 8692, 7932, 8369, 3980, 8156, 1499, 2056, 3219, 3458, 8856, 484, 7932, 7818, 6053, 8692, 7024, 6517, 1540, 3626, 7308, 7109, 22, 5171, 3589, 1495, 7915, 2369, 4084, 642, 2369, 7738, 6177, 756, 3458, 2300, 6244, 1375, 1767, 4279, 8160, 7738, 2810, 4071, 4279, 8159, 5487, 3158, 3683, 3511, 4629, 7568, 3338, 2917, 4279, 1908, 7077, 8692, 6765, 479, 7818, 3024, 304, 4279, 5533, 7336, 7818, 4820, 584, 2257, 4055, 485, 7832]"
814,1,"[7849, 6268, 6912, 2154, 4410, 6244, 7990, 1891, 3458, 2300, 5774, 22, 4279, 3688, 8160, 2670, 2493, 7129, 7738, 3458, 7564, 3023, 5774, 3688, 4614, 597, 3458, 3333, 8856, 7884, 3458, 4445, 4264, 6277, 1058, 1284, 4949, 3688, 2300, 6571, 3909, 5774, 7238, 2313, 7884, 3458, 4042, 9059, 3683, 3688, 1425, 9059, 1195]"
815,1,"[282, 5924, 8692, 6833, 3631, 5361, 5084, 1357, 5976, 5361, 2161, 3688, 4410, 4562, 5310, 8298, 2300, 5361, 1885, 6130, 4906, 4279, 8624, 6517, 6277, 4409, 3688, 7178, 7884, 3782, 5361, 4370, 7172, 3458, 141, 8692, 851, 7667, 6244, 3147, 3458, 2369, 6244, 5830, 4055, 1019, 8342, 163, 1928, 7738, 1080, 910, 7961, 7818, 3024, 3394, 2257, 5924, 7336, 7738, 4820, 910, 1223, 3683, 4279, 8029, 3909, 5774, 8993, 7884, 5998, 6517, 3458, 4331, 6130]"
816,1,"[8133, 7738, 1540, 8547, 282, 5924, 571, 7738, 5361, 5992, 143, 6818, 2850, 3295, 2300, 5774, 4410, 6940, 6967, 8472, 3458, 974, 4409, 3458, 1021, 5008, 4331, 2810, 6937, 4279, 3458, 8160, 7667, 4820, 1074, 799, 4279, 1328, 6095, 6517, 107, 7738, 799, 8687, 2917, 4279, 1164, 7755, 3158, 1361, 3338, 8902, 3688, 8343, 271, 93, 7738, 3576, 4279, 517, 5917, 3782, 1885, 2810, 3456, 7990, 3458, 2300, 8475, 4349]"
817,1,"[5361, 557, 7990, 3219, 3458, 8559, 5361, 5462, 5361, 1556, 7424, 4880, 7914, 6277, 2937, 6517, 3769, 2300, 3458, 3782, 4264, 4329, 4349, 7738, 4592, 1885, 4410, 3458, 6268, 5309, 1556, 3688, 1954, 4202, 3909, 5774, 6977, 7738, 3458, 1434, 6244, 6622, 3251, 8901, 8298, 2300, 3062, 3290]"
818,1,"[3458, 485, 7832, 2300, 5774, 7941, 6517, 8518, 3447, 2205, 3458, 4331, 6517, 4050, 2578, 5774, 1472, 3458, 5374, 8292, 4055, 3458, 3576, 8358, 8197, 7738, 3258, 7738, 3458, 3131, 8292, 4055, 3458, 1136, 3859, 6517, 767, 5710, 2363, 765, 5577, 7738, 3185, 5134, 799, 4820, 6769, 5609, 6517, 3889, 1125, 4279, 3458, 5533, 8908, 765, 5577, 7738, 765, 5411, 5774, 2810, 5008, 4055, 2810, 4609, 6083, 3688, 8800, 4736, 4279, 6966, 3458, 5901, 1281, 3909, 7293, 4176, 7202, 3688, 3134, 4055, 2234, 6268, 4264, 2810, 7403, 482, 7738, 3135, 3683, 22, 3564, 8125, 3219, 4279, 2485, 3458, 2369, 4747, 7738, 6463, 3458, 273, 6035, 4055, 3961, 7917, 8848, 4264, 2937, 457, 7738, 3458, 6984, 4264, 6495, 7109, 5774, 3688, 4772, 4055, 3688, 5008, 3627, 6517, 7738, 7818, 8901, 3458, 5958, 5865, 4055, 3978, 6517, 5309, 3688, 4410, 1891, 4279, 7705, 4518, 6517]"
819,1,"[2937, 6430, 482, 2810, 3456, 7738, 2836, 3782, 4629, 3178, 5238, 5774, 1065, 4055, 7807, 7768, 4279, 3333, 4753, 7151, 3458, 8369, 7403, 6004, 3458, 3070, 8570, 6517, 3458, 4949, 7504]"
820,1,"[5361, 2161, 3458, 1253, 6517, 653, 3688, 8863, 91, 3458, 5901, 5361, 2616, 5533, 7738, 3024, 3190, 1556, 5657, 2234, 95, 2161, 4349, 7238, 5668, 4176, 4279, 3458, 3134, 7738, 4982, 3688, 608, 8298, 2300, 5774, 4071, 4279, 3458, 2363, 7715, 7667, 5774, 3688, 4410, 1891, 4279, 5463, 7738, 1490, 7738, 5774, 4629, 8085, 5917, 3458, 8160, 7667, 7568, 799, 4279, 1891, 7077, 7667, 5774, 8613, 282, 7990, 8298, 2300, 8692, 3688, 6915, 7738, 6244, 7090, 7133]"
821,1,"[3458, 2300, 6244, 1351, 1136, 5917, 3458, 8453, 4279, 3458, 1149, 8404, 2234, 2369, 6244, 1351, 7983, 4055, 3688, 1202, 1425, 6826, 591, 3458, 3333, 3070, 3327, 7738, 5553, 3589, 3654, 4264, 3688, 4410, 2034, 4279, 5280, 2031, 7931, 3458, 1928, 6244, 7884, 3688, 4292, 4668, 6244, 3458, 8856, 5850, 7109, 1351, 594]"
822,1,"[3683, 5774, 3688, 1136, 7738, 1551, 1891, 6517, 3458, 8613, 7504, 7056, 5774, 6277, 4017, 7884, 5309, 3458, 1425, 7738, 9061, 2598, 4264, 6277, 5160, 7990, 1164, 733, 5361, 557, 8125, 5998, 6517, 2234, 2369, 8347, 7884, 6530, 2714, 3683, 3909, 5008, 3782, 4264, 2810, 2836, 7738, 3456, 1885, 7403, 4279, 4141, 4176, 5310, 3458, 8863, 91, 6517, 6553, 5774, 3147, 7109, 479, 799, 4264, 8846, 8692, 3688, 7183, 4292, 5923, 3688, 1639, 6517, 1058, 1284, 3683, 4279, 910, 3688, 6177, 1891, 4409, 3688, 7272, 8369]"
823,1,"[282, 6517, 8298, 2300, 8692, 3458, 2576, 8671, 6684, 8298, 2300, 8692, 3683, 8996, 7738, 940, 7738, 3909, 815, 7818, 3094, 2836, 4741, 7738, 1817, 756, 959, 799, 8687, 1416, 2031, 2546, 82, 7738, 4855, 3458, 4629, 7932, 3882, 5774, 3458, 7719, 8532, 3125, 799, 1138, 3688, 3143, 7719, 4122, 3683, 5774, 8327, 8334, 7738, 7222, 2520, 4279, 304, 2056, 4279, 8298, 2300, 4651, 8298, 3024, 4154]"
824,1,"[5008, 4331, 7738, 8145, 8725, 3683, 6277, 7100, 3458, 1928, 5774, 5850, 7738, 3458, 3327, 5774, 3070, 3589, 5901, 3023, 5774, 3688, 1425, 8719, 799, 8687, 1556, 3688, 7456, 4055, 3327, 7738, 283, 6517, 3458, 3654, 4050, 5917, 3458, 1940, 7921, 7738, 8160, 2670]"
825,1,"[5361, 2161, 3688, 4410, 8671, 6517, 5533, 2813, 5998, 7990, 2940, 7564, 1217, 2810, 7403, 7738, 3456, 3782, 4410, 756, 7504, 4279, 5576, 4331, 5774, 7683, 7738, 7941, 8692, 449, 3070, 5553, 6517, 3458, 3654, 4264, 2925, 5224, 7109, 967, 5927, 4279, 1138, 6517, 5394, 8060, 5458, 910, 352, 6800, 1425, 6268, 2810, 2817, 619, 8692, 614, 3458, 4006, 1728, 739, 6797, 2939, 7884, 1540, 3221, 8327, 3809, 4279, 7083, 5917, 2300, 479, 5458, 9069, 8846, 3217, 5825, 8692, 9059, 6977, 5767, 1891, 597, 3458, 45, 7667, 5774, 4410, 8692, 1434]"
826,1,"[8298, 2300, 5774, 6517, 3688, 962, 4331, 8692, 6200, 7738, 3458, 8159, 7089, 71, 959, 799, 8687, 8884, 4593, 8846, 3458, 7539, 2798, 7738, 799, 910, 7990, 3458, 8159, 3545, 6517, 5310, 107, 3458, 7723, 7884, 3458, 2300, 5774, 1136, 7738, 7819, 3688, 2810, 2272, 6932, 7109, 4055, 3688, 1797, 8173, 6370, 3458, 4618, 6244, 3347, 7738, 3458, 2817, 8719, 3395, 5774, 3815, 8040, 7738, 1696, 7818, 282, 8692, 4518, 7738, 3458, 3782, 1885, 2810, 2836, 7738, 1264, 5458, 4818, 1540, 8863, 4279, 3458, 8643, 7667, 6244, 5310, 3217, 7818, 3024, 3394, 2257, 5924, 7336, 1375, 6277, 2713, 4279, 4149, 7109, 4055, 3688, 1800, 5533, 6932]"
827,0,"[5361, 282, 8692, 3688, 1018, 2779, 5684, 2234, 2369, 6244, 4409, 3458, 4601, 7667, 6244, 1817, 4271, 3458, 5257, 7046, 7667, 5361, 1080, 22, 8789, 2234, 8159, 69, 6244, 3909, 7901, 2161, 4880, 6517, 2234, 2369, 4409, 5991, 622, 7932, 1724, 5361, 2161, 4880, 4321, 7151, 3458, 5901, 2234, 2369, 2161, 4880, 6961, 4055, 273, 2078, 7738, 4276, 1817, 5361, 1827, 5436, 2056, 143, 3310, 4321, 8692, 2234, 8570, 7738, 7901, 2161, 4880, 6517, 2234, 2369, 7738, 2478, 2710, 2234, 8194, 7738, 1101, 8298, 457, 4176, 3743, 2810, 8046, 7738, 8299, 3458, 1285, 4279, 221, 5901, 4651, 5361, 5436, 3219, 143, 3688, 5901, 4321, 7787, 3458, 8292, 3458, 2161, 6127, 7932, 7884, 2234, 2040, 7667, 5361, 106, 6517, 3458, 2892, 2121, 4279, 2149, 3458, 2369, 5493, 4055, 3458, 6035, 4604, 2234, 1101, 2161, 4880, 2418, 7336, 4651, 7818, 5205, 5976, 6852, 3458, 2492, 2161, 352, 8924, 2688, 3683, 6849, 4423, 7818, 5927, 8298, 4834, 7238, 3322, 7990, 5309, 7818, 7424, 4880, 6517, 3688, 2300, 959, 3458, 491, 8060, 8029, 8246, 7568, 3458, 2492, 7738, 799, 2161, 2031, 1101, 6770, 2710, 5361, 6322, 5463, 6517, 3458, 2300, 8060, 8789, 3458, 4271, 3458, 2369, 6244, 2871, 7109, 5361, 3190, 3024, 2257, 7336]"
828,1,"[3683, 5774, 3458, 8671, 5361, 282, 7990, 3458, 3742, 5952, 3164, 5361, 8222, 3458, 2810, 8613, 4331, 4071, 4279, 7089, 7738, 8518, 3576, 3782, 7990, 3458, 1830, 8152, 6967, 2937, 6967, 3458, 926, 3782, 6244, 7595, 7403, 7738, 7884, 3458, 8848, 7738, 6900, 4264, 3688, 7796, 5361, 4619, 8125, 6517, 2447]"
